#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
SRR16677051,NODE_19_length_91919_cov_7.964317,78552,79316,-,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16677051,NODE_51_length_5365_cov_540.365160,66,185,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16677051,NODE_55_length_4044_cov_793.452745,2131,2412,+,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16677051,NODE_55_length_4044_cov_793.452745,2989,3117,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16681210,NODE_50_length_3806_cov_67.590509,3123,3276,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR16684206,NODE_44_length_3148_cov_909.142299,1426,1539,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16684208,NODE_48_length_6837_cov_260.371746,5205,5335,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.02,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16684208,NODE_51_length_4913_cov_327.387510,1,103,+,Col440I_1,8-110/114,.==============,0/0,90.35,87.38,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16684208,NODE_53_length_4151_cov_338.152921,2929,3133,+,Col8282_1,1-205/207,===============,0/0,99.03,89.27,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR16684208,NODE_58_length_2459_cov_746.233417,1576,1706,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16684212,NODE_40_length_3148_cov_1442.259850,1426,1539,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16693189,NODE_46_length_22836_cov_36.760195,9975,10604,+,IncHI2A_1,1-630/630,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2A_1__BX664015,
SRR16693189,NODE_48_length_14491_cov_37.268426,9158,9484,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
SRR16693189,NODE_48_length_14491_cov_37.268426,10102,10696,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.37,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
SRR16693189,NODE_51_length_10511_cov_1271.582632,1092,1887,+,IncQ1_1,1-796/796,===============,0/0,100.00,100.00,plasmidfinder,M28829.1,IncQ1_1__M28829.1,
SRR16693189,NODE_63_length_5518_cov_3120.292513,385,538,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR16693321,NODE_46_length_5365_cov_5215.210734,4601,4720,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16694138,NODE_45_length_5125_cov_4.038067,3475,4359,-,p0111_1,1-885/885,===============,0/0,100.00,98.19,plasmidfinder,AP010962,p0111_1__AP010962,
SRR16694138,NODE_51_length_3058_cov_2199.049950,2174,2304,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16702626,NODE_42_length_21807_cov_54.349977,15922,16063,+,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,100.00,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
SRR16702626,NODE_59_length_3148_cov_329.787691,1331,1444,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16706282,NODE_18_length_91980_cov_8.724133,65747,66511,+,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16706282,NODE_39_length_5387_cov_748.338983,1942,2061,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16706282,NODE_41_length_4066_cov_671.975934,2707,2835,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16706282,NODE_41_length_4066_cov_671.975934,3412,3693,-,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16761360,NODE_28_length_45807_cov_27.417844,21850,22226,+,IncX1_4,1-377/377,===============,0/0,100.00,99.20,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR16761360,NODE_31_length_43305_cov_58.768992,3250,3510,+,IncFII_1,1-261/261,===============,0/0,100.00,100.00,plasmidfinder,AY458016,IncFII_1__AY458016,
SRR16761360,NODE_44_length_9478_cov_44.716094,7203,7832,+,IncHI2A_1,1-630/630,===============,0/0,100.00,99.52,plasmidfinder,BX664015,IncHI2A_1__BX664015,
SRR16761360,NODE_45_length_8399_cov_44.388008,6723,7317,+,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.20,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
SRR16761360,NODE_45_length_8399_cov_44.388008,7936,8262,+,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
SRR16761453,NODE_114_length_6890_cov_228.990636,6116,6233,-,ColRNAI_1,1-118/130,==============.,0/0,90.77,88.98,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16761453,NODE_134_length_3885_cov_1249.692167,1431,1540,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16761840,NODE_209_length_3848_cov_92.023464,967,1097,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,89.31,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16764597,NODE_66_length_5470_cov_3835.594645,3032,3151,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16764597,NODE_67_length_5278_cov_73.260829,3811,4153,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
SRR16764597,NODE_67_length_5278_cov_73.260829,4800,5173,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
SRR16764831,NODE_137_length_343_cov_0.924812,1,97,+,Col440I_1,18-114/114,..=============,0/0,85.09,88.66,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16764831,NODE_33_length_56384_cov_19.610670,14726,15490,-,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16764831,NODE_85_length_5387_cov_1651.720904,3249,3368,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16764831,NODE_90_length_4066_cov_1488.222612,559,687,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16764831,NODE_90_length_4066_cov_1488.222612,3690,3971,+,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16765599,NODE_115_length_4770_cov_1311.388547,227,357,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16765599,NODE_81_length_18689_cov_35.673232,10080,10619,+,IncHI1B(R27)_1_R27,1-540/540,===============,0/0,100.00,100.00,plasmidfinder,AF250878,IncHI1B(R27)_1_R27_AF250878,
SRR16765599,NODE_87_length_16520_cov_23.737990,13098,13517,-,IncHI1A_1,1-420/420,===============,0/0,100.00,99.76,plasmidfinder,AF250878,IncHI1A_1__AF250878,
SRR16765599,NODE_98_length_12027_cov_32.040094,480,867,+,IncFIA(HI1)_1_HI1,1-388/388,===============,0/0,100.00,100.00,plasmidfinder,AF250878,IncFIA(HI1)_1_HI1_AF250878,
SRR16775685,NODE_42_length_5708_cov_87.728112,823,942,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16775685,NODE_43_length_5240_cov_58.768545,1261,1414,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR16775685,NODE_45_length_4145_cov_57.451819,2116,2322,+,Col8282_1,1-207/207,===============,0/0,100.00,100.00,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR16775685,NODE_51_length_2776_cov_64.238236,1407,1520,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16775685,NODE_54_length_2190_cov_145.624231,784,1016,+,Col(BS512)_1,1-233/233,===============,0/0,100.00,100.00,plasmidfinder,NC_010656,Col(BS512)_1__NC_010656,
SRR16813829,NODE_56_length_5132_cov_371.640554,1989,2119,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16813829,NODE_60_length_3148_cov_334.604363,2025,2138,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16827984,NODE_21_length_92047_cov_34.815124,25470,26234,-,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16827984,NODE_56_length_4066_cov_330.213337,435,563,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16827984,NODE_56_length_4066_cov_330.213337,1140,1421,-,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16827984,NODE_57_length_3710_cov_327.183320,3123,3242,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16828011,NODE_40_length_6605_cov_153.119695,1,99,+,Col440I_1,16-114/114,..=============,0/0,86.84,87.88,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16828011,NODE_44_length_4206_cov_290.247169,1,96,+,Col440I_1,16-111/114,..=============,0/0,84.21,88.54,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16828011,NODE_47_length_3957_cov_388.586366,3806,3936,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16828011,NODE_68_length_264_cov_537.382775,156,264,+,ColRNAI_1,1-109/130,=============..,0/0,83.85,91.74,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16861062,NODE_102_length_1485_cov_5046.832867,440,553,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16861062,NODE_47_length_41008_cov_81.470002,38423,38799,+,IncX1_4,1-377/377,===============,0/0,100.00,98.94,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR16861062,NODE_89_length_5518_cov_1738.004576,4214,4367,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR16861062,NODE_93_length_4129_cov_1671.770496,2585,2789,+,Col8282_1,1-205/207,===============,0/0,99.03,89.76,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR16889664,NODE_28_length_48607_cov_28.297424,36502,36755,+,IncFII(S)_1,6-262/262,========/======,5/9,95.80,84.61,plasmidfinder,CP000858,IncFII(S)_1__CP000858,
SRR16889664,NODE_28_length_48607_cov_28.297424,36749,37282,+,IncFII(p96A)_1_p96A,1-534/534,===============,0/0,100.00,99.81,plasmidfinder,JQ418521,IncFII(p96A)_1_p96A_JQ418521,
SRR16889664,NODE_43_length_4151_cov_50.584438,294,498,-,Col8282_1,1-205/207,===============,0/0,99.03,89.76,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR16889670,NODE_50_length_2754_cov_1081.488607,1015,1145,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,83.97,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16889672,NODE_46_length_2754_cov_1245.318640,155,285,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,83.97,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16891941,NODE_162_length_3126_cov_749.377727,1413,1526,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16891943,NODE_50_length_34779_cov_8.892063,10259,11143,-,p0111_1,1-885/885,===============,0/0,100.00,98.08,plasmidfinder,AP010962,p0111_1__AP010962,
SRR16891943,NODE_90_length_11782_cov_15.121856,125,501,+,IncX1_4,1-377/377,===============,0/0,100.00,98.94,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR16892008,NODE_101_length_1562_cov_8.867950,994,1367,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
SRR16892008,NODE_106_length_882_cov_4.453446,152,494,+,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
SRR16892008,NODE_83_length_5845_cov_340.530052,2164,2425,+,Col(MG828)_1,1-262/262,===============,0/0,100.00,91.98,plasmidfinder,NC_008486,Col(MG828)_1__NC_008486,
SRR16892008,NODE_83_length_5845_cov_340.530052,5704,5817,-,Col440I_1,1-114/114,===============,0/0,100.00,87.72,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16892008,NODE_86_length_5680_cov_319.947733,4971,5090,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16892008,NODE_91_length_4072_cov_281.965646,3953,4072,-,ColRNAI_1,12-130/130,.=======/======,1/1,91.54,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16919037,NODE_19_length_91981_cov_20.420994,65748,66512,+,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16919037,NODE_46_length_7615_cov_36.735076,5416,5698,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16919037,NODE_46_length_7615_cov_36.735076,6277,6407,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,83.97,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16919037,NODE_48_length_5708_cov_89.656189,377,496,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16919037,NODE_51_length_4151_cov_25.249141,191,395,+,Col8282_1,1-205/207,===============,0/0,99.03,89.27,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR16919037,NODE_55_length_2596_cov_356.187773,1631,1823,-,ColpVC_1,1-193/193,===============,0/0,100.00,98.96,plasmidfinder,JX133088,ColpVC_1__JX133088,
SRR16925627,NODE_46_length_2776_cov_2930.098555,1406,1519,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16925757,NODE_45_length_2776_cov_1902.506113,1188,1301,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16929389,NODE_42_length_3148_cov_1290.746011,1560,1673,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16931855,NODE_18_length_101702_cov_22.346690,44650,45414,-,IncY_1,1-765/765,===============,0/0,100.00,98.69,plasmidfinder,K02380,IncY_1__K02380,
SRR16931855,NODE_35_length_40628_cov_26.590171,15865,16006,+,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,100.00,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
SRR16931855,NODE_51_length_6702_cov_233.371446,6553,6683,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16931855,NODE_57_length_4127_cov_445.325393,3556,3760,+,Col8282_1,1-205/207,===============,0/0,99.03,89.76,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR16946719,NODE_54_length_3907_cov_888.860836,107,216,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16946719,NODE_59_length_3146_cov_524.021180,107,220,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16946720,NODE_35_length_33022_cov_13.541205,8988,9669,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR16946720,NODE_42_length_20741_cov_5.214479,3613,4109,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR16946720,NODE_52_length_4670_cov_430.296538,119,249,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16946734,NODE_40_length_35240_cov_7.926571,3614,4110,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR16946734,NODE_57_length_18988_cov_8.834435,2136,2817,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR16946734,NODE_70_length_4670_cov_524.755715,1539,1669,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16946739,NODE_42_length_9482_cov_5.900797,860,1356,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR16946739,NODE_51_length_4707_cov_6.081425,2263,2944,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR16946739,NODE_52_length_4670_cov_374.933377,1,103,+,Col440I_1,9-111/114,.==============,0/0,90.35,89.32,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16946739,NODE_52_length_4670_cov_374.933377,4547,4669,+,ColRNAI_1,1-123/130,===============,0/0,94.62,90.24,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16946742,NODE_49_length_38266_cov_14.565320,37690,38066,-,IncX1_4,1-377/377,===============,0/0,100.00,98.94,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR16948549,NODE_90_length_6890_cov_309.410241,5918,6035,+,ColRNAI_1,1-118/130,==============.,0/0,90.77,88.98,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16948664,NODE_81_length_6890_cov_1402.518947,4337,4454,+,ColRNAI_1,1-118/130,==============.,0/0,90.77,88.98,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16948664,NODE_91_length_4050_cov_6243.608511,2340,2449,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16948675,NODE_67_length_1009_cov_10636.573375,350,463,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16948677,NODE_28_length_68655_cov_26.792201,56468,56728,-,IncFII_1,1-261/261,===============,0/0,100.00,99.62,plasmidfinder,AY458016,IncFII_1__AY458016,
SRR16948677,NODE_70_length_1326_cov_16095.900079,806,919,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16952449,NODE_16_length_91980_cov_7.792455,17467,18231,+,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16952449,NODE_38_length_5387_cov_189.541808,3326,3445,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16952449,NODE_41_length_4066_cov_188.603409,2299,2427,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16952449,NODE_41_length_4066_cov_188.603409,3004,3285,-,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16958619,NODE_57_length_2754_cov_630.306039,491,604,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16958624,NODE_46_length_4648_cov_315.344219,1562,1692,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16959472,NODE_18_length_91980_cov_8.287521,65747,66511,+,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16959472,NODE_38_length_5387_cov_934.283992,5052,5171,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16959472,NODE_41_length_4066_cov_1000.291552,46,327,+,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16959472,NODE_41_length_4066_cov_1000.291552,904,1032,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16962748,NODE_112_length_249_cov_1.876289,77,187,+,Col440I_1,1-111/114,===============,0/0,97.37,92.79,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16962748,NODE_67_length_5148_cov_1320.545258,3952,4156,-,Col8282_1,1-205/207,===============,0/0,99.03,89.27,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR16962748,NODE_68_length_4648_cov_786.313303,1292,1422,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16962748,NODE_70_length_4473_cov_585.659122,2452,2562,-,Col440I_1,1-111/114,===============,0/0,97.37,94.59,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16962748,NODE_70_length_4473_cov_585.659122,3182,3464,-,Col440II_1,2-281/282,========/======,1/3,99.29,82.33,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16962756,NODE_69_length_3575_cov_4985.963068,1424,1537,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16968801,NODE_55_length_4274_cov_567.545628,806,925,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16968801,NODE_57_length_3962_cov_371.194595,733,861,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,86.05,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16969590,NODE_47_length_28496_cov_51.462185,21985,22368,-,IncFIA_1,5-388/388,===============,0/0,98.97,100.00,plasmidfinder,AP001918,IncFIA_1__AP001918,
SRR16969590,NODE_75_length_6702_cov_362.032947,1,92,+,Col440I_1,20-111/114,..=============,0/0,80.70,86.96,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16969590,NODE_75_length_6702_cov_362.032947,6590,6701,+,ColRNAI_1,1-112/130,=============..,0/0,86.15,91.07,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16969590,NODE_85_length_4143_cov_60.445450,1887,2568,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,98.09,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR16975861,NODE_20_length_91980_cov_8.019629,65747,66511,+,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16975861,NODE_44_length_5387_cov_469.173258,1290,1409,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16975861,NODE_46_length_4066_cov_493.927801,1898,2026,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16975861,NODE_46_length_4066_cov_493.927801,2603,2884,-,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16976192,NODE_70_length_4718_cov_109.584817,1157,1285,-,ColRNAI_1,1-128/130,========/======,4/5,96.92,81.68,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16976192,NODE_70_length_4718_cov_109.584817,1873,2155,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.10,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16976205,NODE_19_length_91980_cov_9.213758,25403,26167,-,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR16976205,NODE_41_length_5387_cov_516.863653,1030,1149,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16976205,NODE_43_length_4066_cov_569.980948,46,327,+,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR16976205,NODE_43_length_4066_cov_569.980948,904,1032,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16983428,NODE_26_length_56613_cov_34.653867,38571,38712,-,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,100.00,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
SRR16983428,NODE_45_length_3148_cov_1439.715077,1426,1539,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16983632,NODE_177_length_840_cov_10459.048408,440,553,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR16983632,NODE_42_length_38147_cov_16.344141,11005,11381,-,IncX1_4,1-377/377,===============,0/0,100.00,99.47,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR16983668,NODE_55_length_7303_cov_360.818710,235,492,+,Col(MG828)_1,1-258/262,===============,0/0,98.47,94.19,plasmidfinder,NC_008486,Col(MG828)_1__NC_008486,
SRR16983668,NODE_61_length_4190_cov_578.482859,113,243,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR16983668,NODE_78_length_843_cov_437.748042,383,513,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
