sra_id,collection_date,geo_loc,isolation_source,host,biosample_id,
SRR18086401,missing,USA,missing,missing,SAMN26117547,
SRR18086448,missing,USA,missing,missing,SAMN26117807,
SRR18087753,missing,USA,missing,missing,SAMN26135300,
SRR18087760,missing,USA,missing,missing,SAMN26135307,
SRR18087772,missing,USA,missing,missing,SAMN26135316,
SRR18090488,2022-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26137531,
SRR18090498,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26137541,
SRR18090650,missing,USA,missing,missing,SAMN26137739,
SRR18095211,missing,USA,,missing,SAMN26149591,
SRR18099960,missing,missing,,missing,SAMN26175376,
SRR18100061,missing,USA,missing,missing,SAMN26175450,
SRR18100070,missing,USA,missing,missing,SAMN26175474,
SRR18115296,2022-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26199776,
SRR18115305,2022-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26199777,
SRR18116026,2022,missing,missing,,SAMN26200324,
SRR18131287,2022,USA:NC,Product-Raw-Intact-Pork,,SAMN26232774,
SRR18131766,missing,USA,Missing,Missing,SAMN26234316,
SRR18135799,missing,USA,missing,missing,SAMN26236935,
SRR1814870,not collected,missing,culture,,SAMN03359683,
SRR1814872,not collected,missing,culture,,SAMN03359685,
SRR18157924,2022-02,United Kingdom: United Kingdom,human,,SAMN26285823,
SRR18157926,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26285824,
SRR18163747,2022,USA,missing,missing,SAMN26309669,
SRR18164505,2022,USA:TX,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26310778
SRR18164506,2022,USA:NC,,,SAMN26310779,
SRR18165204,2022,,Animal-Swine-Market Swine (cecal),,SAMN26310780,
SRR18165587,missing,USA,Missing,Missing,SAMN26311164,
SRR18165591,,missing,missing,missing,SAMN26311175,
SRR18165802,missing,USA,missing,missing,SAMN26311696,
SRR18171530,2022,missing,missing,missing,SAMN26314343,
SRR18171554,missing,missing,missing,missing,SAMN26314414,
SRR18172084,missing,,missing,missing,SAMN26315570,
SRR18172407,2022,USA:KS,raw intact chicken,,SAMN26315775,
SRR18178495,missing,USA,missing,missing,SAMN26330772,
SRR18178499,missing,USA,missing,missing,SAMN26330787,
SRR18178509,missing,,missing,,SAMN26330797,
SRR18191689,missing,USA,missing,missing,SAMN26365507,
SRR18207403,2022-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26366939,
SRR18215075,2022-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26420154,
SRR18215089,2022-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26420190,
SRR18215110,2022-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26420194,
SRR18215111,2022-02,United Kingdom: United Kingdom,human,,SAMN26420200,
SRR18215121,2022,USA:CA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26420224
SRR18218782,missing,,missing,missing,SAMN26429545,
SRR18220444,2022,USA:SD,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26434199
SRR18230620,2022,USA:KS,Animal-Cattle-Heifer (cecal),,SAMN26441700,
SRR18230624,2022,USA:MO,,,SAMN26441692,
SRR18231282,missing,USA,missing,missing,SAMN26442410,
SRR18254659,missing,USA,missing,missing,SAMN26504807,
SRR18255641,,,missing,missing,SAMN26506782,
SRR18256875,missing,USA:WI,missing,missing,SAMN26507240,
SRR18258961,missing,USA,missing,missing,SAMN26508411,
SRR18258976,missing,USA,missing,missing,SAMN26508421,
SRR18259055,missing,USA,missing,missing,SAMN26508430,
SRR18260159,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26510063,
SRR18260163,2022-02,,human,Homo sapiens,SAMN26510064,
SRR18260173,,,human,Homo sapiens,SAMN26510058,
SRR18260174,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26510029,
SRR18265223,missing,USA,missing,missing,SAMN26512191,
SRR18270898,2022,USA:MI,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26524074
SRR18271063,2022,missing,missing,missing,SAMN26525011,
SRR18271540,missing,USA,missing,missing,SAMN26526568,
SRR18271734,2022,missing,missing,missing,SAMN26526734,
SRR18271745,2022,missing,missing,missing,SAMN26526741,
SRR18271752,2022,missing,missing,missing,SAMN26526751,
SRR18276455,2022,USA:GA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26539524
SRR18280584,missing,USA,missing,missing,SAMN26542644,
SRR18289693,2022,USA,missing,,SAMN26560252,
SRR18290789,missing,USA,missing,missing,SAMN26561888,
SRR18299234,missing,USA,missing,missing,SAMN26578460,
SRR18299347,,USA,missing,missing,SAMN26578428,
SRR18313027,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26631416,
SRR18313031,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26631449,
SRR18313039,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26631406,
SRR18313090,2022-03,United Kingdom: United Kingdom,,Homo sapiens,SAMN26631459,
SRR18315290,2022,USA:NE,Animal-Swine-Market Swine (cecal),,SAMN26658903,
SRR18324643,2022,USA,missing,missing,SAMN26656980,
SRR18324655,missing,missing,missing,missing,SAMN26657014,
SRR18324702,2022,USA:OH,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26725509
SRR18325383,missing,USA:WI,missing,missing,SAMN26658915,
SRR18326659,missing,missing,missing,missing,SAMN26659983,
SRR18326752,missing,USA,missing,missing,SAMN26660037,
SRR18326820,,USA,missing,missing,SAMN26660186,
SRR18327143,,,,Homo sapiens,SAMN26660589,
SRR18327323,missing,USA,,missing,SAMN26661661,
SRR18328931,2022,USA:WI,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26753379
SRR18332116,2022,USA,missing,missing,SAMN26677787,
SRR18332223,missing,USA,,missing,SAMN26678427,
SRR18333032,14/6/2017,Canada,stool,Homo sapiens,SAMN26580223,
SRR18333720,2022-03,United Kingdom: United Kingdom,human,,SAMN26680275,
SRR18334035,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26680257,
SRR18334065,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26680267,
SRR18337346,,,,missing,SAMN26722449,
SRR18344596,missing,USA,missing,missing,SAMN26749273,
SRR18344823,missing,USA,missing,missing,SAMN26749235,
SRR18347387,missing,missing,,missing,SAMN26750181,
SRR18347902,missing,,missing,missing,SAMN26750185,
SRR18350793,missing,missing,missing,,SAMN26797599,
SRR18350811,2022-03,United Kingdom: United Kingdom,human,,SAMN26798313,
SRR18399764,2022,USA:SC,missing,missing,SAMN26853105,
SRR18399777,,missing,missing,missing,SAMN26853116,
SRR18401171,missing,USA,missing,missing,SAMN26852748,
SRR18401394,missing,USA,missing,missing,SAMN26853290,
SRR18402675,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26855970,
SRR18402708,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26856022,
SRR18402710,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26855964,
SRR18402719,2022-03,United Kingdom: United Kingdom,human,,SAMN26855958,
SRR18402736,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26856024,
SRR18402737,,United Kingdom: United Kingdom,animal,NA,SAMN26856006,
SRR18403808,2022-03,,human,Homo sapiens,SAMN26855985,
SRR18426058,2022,,Animal-Swine-Market Swine (cecal),,SAMN26857394,
SRR18429998,missing,USA,missing,missing,SAMN26867048,
SRR18430016,missing,USA,missing,,SAMN26867054,
SRR18433429,,USA,missing,missing,SAMN26873557,
SRR18439641,missing,missing,,missing,SAMN26879072,
SRR18443930,missing,,missing,missing,SAMN26893574,
SRR18458718,2022,USA:IL,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26931782
SRR18458720,2022,USA:CA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN26931783
SRR18462924,missing,USA,missing,missing,SAMN26926831,
SRR18482842,missing,USA,missing,missing,SAMN26948129,
SRR18487349,5/7/2017,Canada,stool,Homo sapiens,SAMN26867525,
SRR18488386,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN26978916,
SRR18488394,2022-03,,human,Homo sapiens,SAMN26978918,
SRR18502560,2022,USA:IA,,,SAMN27019554,
SRR18503852,7/3/2018,Canada,stool,Homo sapiens,SAMN26850886,
SRR18505594,2022,USA:IN,Animal-Swine-Market Swine (cecal),,SAMN27022865,
SRR18506392,missing,USA,missing,missing,SAMN27023500,
SRR18507537,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27024383,
SRR18507541,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27024392,
SRR18507553,2022-03,United Kingdom: United Kingdom,human,,SAMN27024461,
SRR18507563,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27024464,
SRR18507614,2022-03,,human,Homo sapiens,SAMN27024487,
SRR18508224,missing,USA,missing,missing,SAMN27024988,
SRR18519358,2022,USA,missing,missing,SAMN27062113,
SRR18519362,2022,USA:IA,Animal-Swine-Market Swine (cecal),,SAMN27062118,
SRR18556135,missing,USA,missing,missing,SAMN27121994,
SRR18556158,missing,USA,missing,missing,SAMN27122125,
SRR18556200,,USA,missing,missing,SAMN27122357,
SRR18556214,missing,USA,missing,missing,SAMN27122459,
SRR18556217,missing,USA,missing,missing,SAMN27122458,
SRR18560281,2020-08,Canada,stool,Homo sapiens,SAMN27150179,
SRR18560282,2021-08,Canada,Animal feces,Missing,SAMN27150191,
SRR18560283,2021-09,,Animal colon,Missing,SAMN27150189,
SRR18560284,2021-11,Canada,,Missing,SAMN27150188,
SRR18560285,2021-11,Canada,stool,Homo sapiens,SAMN27150184,
SRR18560286,,Canada,stool,Homo sapiens,SAMN27150183,
SRR18560287,2020-07,Canada,stool,Homo sapiens,SAMN27150177,
SRR18560288,2020-07,,,Homo sapiens,SAMN27150178,
SRR18560289,2021-10,Canada,,Homo sapiens,SAMN27150181,
SRR18560290,2021-07,Canada,stool,Homo sapiens,SAMN27150180,
SRR18560291,2021-12,Canada,stool,Homo sapiens,SAMN27150187,
SRR18560292,2021-10,Canada,Animal ileum and colon,Missing,SAMN27150190,
SRR18560293,2021-10,Canada,blood,Homo sapiens,SAMN27150182,
SRR18560294,2021-08,Canada,cattle,Missing,SAMN27150186,
SRR18560295,2021-11,Canada,stool,Homo sapiens,SAMN27150185,
SRR18568120,2022-03,,,,SAMN27183568,
SRR18568122,2022-03,United Kingdom: United Kingdom,human,,SAMN27183582,
SRR18568181,2022-03,United Kingdom: United Kingdom,human,,SAMN27183902,
SRR18573400,missing,USA,missing,missing,SAMN27155693,
SRR18573787,missing,USA,missing,missing,SAMN27186107,
SRR18584357,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27256036,
SRR18584360,,United Kingdom: United Kingdom,,Homo sapiens,SAMN27256046,
SRR18584363,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27256045,
SRR18584371,,,human,Homo sapiens,SAMN27256048,
SRR18584402,2022,missing,missing,missing,SAMN27179705,
SRR18590137,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27278986,
SRR18590179,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27279008,
SRR18590200,2022-03,,human,,SAMN27279036,
SRR18590211,2022-03,,human,Homo sapiens,SAMN27279032,
SRR18590219,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27279037,
SRR18591817,2022,USA:MN,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN27282170
SRR18592436,missing,USA,Missing,Missing,SAMN27284252,
SRR18600843,2022,USA:MO,Animal-Swine-Market Swine (cecal),,SAMN27291901,
SRR18603714,,USA,missing,missing,SAMN27292201,
SRR18603825,2022,,missing,missing,SAMN27292561,
SRR18605200,missing,USA,missing,missing,SAMN27294226,
SRR18636195,missing,USA,missing,missing,SAMN27305407,
SRR18643606,2022,missing,missing,missing,SAMN27351039,
SRR18645384,4/1/2020,Chile,irrigation canal,,SAMN27352479,
SRR18645385,4/1/2020,Chile,irrigation canal,,SAMN27352475,
SRR18645727,missing,,missing,missing,SAMN27352504,
SRR18650007,2022,USA:IA,Animal-Swine-Market Swine (cecal),,SAMN27357516,
SRR18680444,missing,USA,,missing,SAMN27407410,
SRR18683966,missing,USA,missing,missing,SAMN27412838,
SRR18685510,missing,USA,missing,missing,SAMN27478352,
SRR18685855,2022,USA:MI,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN27478718
SRR18686612,25/5/2021,Canada:Quebec,Feces (Sus scrofa domesticus),Sus scrofa domesticus,SAMN27479806,
SRR18686614,4/5/2021,,,Sus scrofa domesticus,SAMN27479804,
SRR18686615,4/5/2021,Canada:Quebec,Feces (Sus scrofa domesticus),Sus scrofa domesticus,SAMN27479803,
SRR18686616,8/3/2021,Canada:Quebec,Feces (Bos taurus),Bos taurus,SAMN27479802,
SRR18686618,5/1/2021,Canada:Quebec,Feces (Sus scrofa domesticus),Sus scrofa domesticus,SAMN27479800,
SRR18686626,5/4/2021,Canada:Ontario,Intestine (Sus scrofa domesticus),,SAMN27479793,
SRR18686630,10/1/2021,Canada:Ontario,Intestine (Sus scrofa domesticus),Sus scrofa domesticus,SAMN27479789,
SRR18687475,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27480887,
SRR18687482,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27480885,
SRR18687547,2022-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27480971,
SRR18687583,2022,USA:IA,Product-Raw-Intact-Pork,,SAMN27480995,
SRR18714149,2022,Canada,stool,Homo sapiens,SAMN27413146,
SRR18715923,missing,USA,missing,missing,SAMN27521830,
SRR18716601,missing,USA,missing,missing,SAMN27522125,
SRR18718073,2022,USA:IL,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN27522822
SRR18734049,missing,missing,,missing,SAMN27547634,
SRR18734337,,USA,missing,missing,SAMN27547907,
SRR18734344,missing,,missing,missing,SAMN27547904,
SRR18734345,missing,USA,missing,missing,SAMN27547908,
SRR18734362,missing,USA,missing,missing,SAMN27547899,
SRR18734374,2022,missing,missing,missing,SAMN27548024,
SRR18735272,,,missing,missing,SAMN27548431,
SRR18741449,missing,USA,missing,missing,SAMN27562181,
SRR18741533,missing,USA,missing,missing,SAMN27562393,
SRR18747121,missing,USA,missing,missing,SAMN27570675,
SRR18747122,missing,,,missing,SAMN27570677,
SRR18747214,missing,USA,missing,missing,SAMN27570719,
SRR18750741,2022,,Product-Raw-Intact-Pork,,SAMN27582393,
SRR18759932,missing,USA,missing,missing,SAMN27589259,
SRR18761577,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27589821,
SRR18762023,2022-04,,human,Homo sapiens,SAMN27589620,
SRR18762040,2022-04,,human,Homo sapiens,SAMN27589646,
SRR18762143,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27589675,
SRR18770539,missing,USA:WI,missing,missing,SAMN27597720,
SRR18771407,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27603366,
SRR18771550,2022,USA:IL,,,SAMN27603641,
SRR18771746,2022,USA:NJ,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN27603648
SRR18774182,2022,USA:UT,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN27603628
SRR18788822,2022,USA:IL,,,SAMN27617104,
SRR18790363,missing,USA,missing,missing,SAMN27620056,
SRR18793635,2022,USA,missing,missing,SAMN27622120,
SRR18797873,missing,USA,missing,missing,SAMN27623886,
SRR18797911,2022,USA,stool,,SAMN27623895,
SRR18808102,,USA:SC,missing,missing,SAMN27628325,
SRR18808525,missing,USA,Missing,Missing,SAMN27629763,
SRR18811383,2022,missing,missing,,SAMN27630907,
SRR18819303,2022,USA,missing,missing,SAMN27631899,
SRR18821932,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27643022,
SRR18821971,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27643072,
SRR18825385,missing,USA,missing,missing,SAMN27646292,
SRR18838160,2022,USA:OK,,,SAMN27672177,
SRR18856266,missing,USA,Missing,Missing,SAMN27724387,
SRR18856401,30/5/2021,Mexico,ground beef,,SAMN27723591,
SRR18856419,30/5/2021,Mexico,ground beef,Bovine,SAMN27723575,
SRR18856651,missing,,missing,missing,SAMN27725368,
SRR18856933,missing,USA,missing,missing,SAMN27727613,
SRR18890646,24/3/2021,USA:OH,lung (Sus scrofa domesticus),,SAMN27739550,
SRR18893998,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27740757,
SRR18894064,2022-04,United Kingdom: United Kingdom,,Homo sapiens,SAMN27740793,
SRR18894065,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27740795,
SRR18894067,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27740794,
SRR18894087,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27743261,
SRR18907231,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27754162,
SRR18907233,2022-04,,human,,SAMN27754163,
SRR18907239,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27754168,
SRR18907245,2022-04,United Kingdom: United Kingdom,human,,SAMN27754188,
SRR18907246,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27754186,
SRR18907275,2022-04,United Kingdom: United Kingdom,,Homo sapiens,SAMN27754203,
SRR18907279,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27754214,
SRR18907282,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27754222,
SRR18911512,missing,USA,missing,missing,SAMN27762641,
SRR18915665,2022,USA:IL,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN27767922
SRR18915708,2022,missing,missing,missing,SAMN27767997,
SRR18915763,missing,USA,,missing,SAMN27768541,
SRR18916588,,missing,missing,missing,SAMN27769172,
SRR18923441,missing,USA,missing,,SAMN27780091,
SRR18925909,missing,USA,Missing,Missing,SAMN27783104,
SRR18926064,,USA,Missing,Missing,SAMN27783299,
SRR18926071,missing,USA,Missing,Missing,SAMN27783316,
SRR18932608,missing,USA,missing,missing,SAMN27836513,
SRR18936744,missing,USA,missing,missing,SAMN27906444,
SRR18937143,missing,USA,missing,missing,SAMN27914930,
SRR18939664,missing,USA,missing,missing,SAMN27917504,
SRR18944051,,USA,missing,missing,SAMN27920888,
SRR18961816,2022,USA:MN,missing,,SAMN28175161,
SRR18964158,,USA,missing,missing,SAMN27958324,
SRR18965275,2022-04,United Kingdom: United Kingdom,,Homo sapiens,SAMN27959892,
SRR18972643,2022,missing,missing,missing,SAMN27988047,
SRR18976436,2022,USA:MD,comminuted beef,,SAMN27990471,
SRR18976949,2022,USA:MN,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN27991570
SRR18982258,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27993122,
SRR18982358,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN27993121,
SRR19019196,2022,USA:NC,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28014403
SRR19019197,2022,USA:TX,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28014425
SRR19019208,2022,USA:IA,,,SAMN28014417,
SRR19019216,2022,USA:MN,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28014405
SRR19019565,2022-04,United Kingdom: United Kingdom,,,SAMN28014755,
SRR19020029,2019,China,turtle,,SAMN28015348,
SRR19020061,2019,,turtle,not applicable,SAMN28015319,
SRR19023378,2022-04,United Kingdom: United Kingdom,human,,SAMN28017576,
SRR19023409,2022-04,,,Homo sapiens,SAMN28017588,
SRR19023410,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28017616,
SRR19023429,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28017605,
SRR19023443,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28017617,
SRR19033097,missing,USA,missing,,SAMN28029023,
SRR19033794,2022,USA,missing,missing,SAMN28036174,
SRR19034014,2022,USA:MI,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28036820
SRR19053375,2022-01,USA:TX,ground pork,,SAMN28057985,
SRR19053376,,USA:TX,pork chops,,SAMN28057984,
SRR19062218,2022-04,missing,PORK,,SAMN28060842,
SRR19067328,2022,missing,missing,missing,SAMN28057813,
SRR19084383,2022,USA:NC,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28092678
SRR19086623,2022,missing,missing,missing,SAMN28093409,
SRR19087022,2022-04,,human,Homo sapiens,SAMN28094258,
SRR19087055,2022-04,United Kingdom: United Kingdom,human,,SAMN28094276,
SRR19087283,2022-04,,human,Homo sapiens,SAMN28094271,
SRR19087285,2022-04,,human,Homo sapiens,SAMN28094280,
SRR19087683,missing,USA,Missing,Missing,SAMN28094454,
SRR19094402,2022,USA:IA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28100840
SRR19100759,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28103259,
SRR19100792,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28103303,
SRR19100860,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28103297,
SRR19126648,missing,USA,missing,missing,SAMN28118363,
SRR19136138,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28131819,
SRR19142969,missing,USA,missing,missing,SAMN28160776,
SRR19146369,2022,,missing,missing,SAMN28162423,
SRR19146747,2022,missing,missing,missing,SAMN28162770,
SRR19148092,missing,USA,missing,,SAMN28164564,
SRR19148096,missing,USA,missing,missing,SAMN28164574,
SRR19148126,missing,USA,missing,missing,SAMN28164572,
SRR19148134,missing,USA,missing,missing,SAMN28164597,
SRR19148158,missing,USA,missing,missing,SAMN28165381,
SRR19149387,2022,USA,missing,missing,SAMN28165819,
SRR1915429,2014-04,USA,stool,Missing,SAMN03394892,
SRR1915430,2014-04,USA,stool,Missing,SAMN03394893,
SRR1915431,,,stool,Missing,SAMN03394870,
SRR1915432,2014-07,USA,stool,Missing,SAMN03394871,
SRR1915433,2014-09,USA,stool,Missing,SAMN03394872,
SRR1915434,2015-01,,stool,Missing,SAMN03394873,
SRR19154608,missing,USA,missing,missing,SAMN28175288,
SRR19159164,missing,missing,missing,missing,SAMN28178815,
SRR19159171,,missing,missing,missing,SAMN28178813,
SRR19165443,,,missing,missing,SAMN28189337,
SRR19167590,missing,USA,missing,missing,SAMN28191965,
SRR19167798,missing,missing,,missing,SAMN28192730,
SRR19171753,2022-05,United Kingdom: United Kingdom,human,,SAMN28194836,
SRR19171803,,USA:MO,Animal-Swine-Market Swine (cecal),,SAMN28194838,
SRR19172543,missing,USA,missing,missing,SAMN28196041,
SRR19176065,missing,USA,missing,missing,SAMN28204057,
SRR19178326,missing,USA,missing,missing,SAMN28206625,
SRR19178772,2022,USA:NC,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28207055
SRR19179213,29/12/2021,USA:IA,Colon (Sus scrofa domesticus),,SAMN28209043,
SRR19179220,3/12/2021,USA:MN,Liver(Sus scrofa domesticus),,SAMN28209054,
SRR19179225,23/11/2021,USA:NC,Colon (Sus scrofa domesticus),,SAMN28209041,
SRR19180435,missing,USA:WI,missing,missing,SAMN28209747,
SRR19195772,2022,missing,missing,missing,SAMN28233573,
SRR19210443,missing,USA,missing,missing,SAMN28375076,
SRR19225726,missing,missing,,missing,SAMN28451417,
SRR19225732,missing,missing,missing,missing,SAMN28451423,
SRR19230072,,USA,missing,,SAMN28454125,
SRR19233326,missing,USA,missing,missing,SAMN28454835,
SRR19237600,missing,USA,missing,missing,SAMN28456812,
SRR19241177,missing,USA,missing,missing,SAMN28487475,
SRR19242185,missing,USA,missing,missing,SAMN28488611,
SRR19251962,2022,,missing,missing,SAMN28495591,
SRR19251963,2022,missing,missing,missing,SAMN28495614,
SRR19253844,2022,missing,missing,missing,SAMN28495589,
SRR19276969,missing,USA,missing,missing,SAMN28534816,
SRR19316652,missing,USA,missing,missing,SAMN28550970,
SRR1931735,2015-02,USA,stool,Missing,SAMN03447165,
SRR1931738,2013-12,USA,stool,Missing,SAMN03447168,
SRR1931740,2014-04,,stool,Missing,SAMN03447170,
SRR19324903,2022,USA:SD,Animal-Swine-Market Swine (cecal),,SAMN28553662,
SRR19325066,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28553768,
SRR19325483,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28553838,
SRR19325489,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28553791,
SRR19325496,,,human,Homo sapiens,SAMN28553835,
SRR19325503,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28553716,
SRR19325527,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28553742,
SRR19325531,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28553894,
SRR19325672,2022-05,United Kingdom: United Kingdom,human,,SAMN28553836,
SRR19332344,2022,USA,missing,missing,SAMN28561656,
SRR19334877,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28569387,
SRR19334984,2022-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28569401,
SRR19335424,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28569376,
SRR19347794,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28577976,
SRR19347798,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28577968,
SRR19347812,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28577971,
SRR19347820,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28577969,
SRR19364025,missing,USA,missing,missing,SAMN28606635,
SRR19364452,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28608157,
SRR19364545,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28608259,
SRR19364549,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28607943,
SRR19368910,missing,missing,missing,missing,SAMN28610841,
SRR19372550,missing,missing,missing,missing,SAMN28626858,
SRR19372634,,missing,missing,missing,SAMN28626771,
SRR19372968,2022,USA,,missing,SAMN28631220,
SRR19387010,2022,missing,,missing,SAMN28642968,
SRR19390378,missing,missing,missing,missing,SAMN28647083,
SRR19403644,missing,USA,missing,missing,SAMN28662157,
SRR19406427,,USA,missing,missing,SAMN28662432,
SRR19416158,missing,missing,missing,missing,SAMN28680894,
SRR19417295,2022,USA:MI,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28681444
SRR19431399,missing,USA,missing,missing,SAMN28700493,
SRR19431405,missing,USA,missing,missing,SAMN28700481,
SRR19432285,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28702125,
SRR19432296,2022-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN28702115,
SRR19432797,2022,USA:MN,GROUND,,SAMN28702760,
SRR19433135,missing,USA,missing,missing,SAMN28703934,
SRR19486178,2022,USA:CA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28794847
SRR19505586,2022,USA:UT,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28814440
SRR19511035,2022,USA,missing,missing,SAMN28815346,
SRR19511205,missing,USA,,missing,SAMN28815628,
SRR19511232,2022,USA:NE,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN28815652
