#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Min-same	Min-diff	BioSample	Assembly	Computed types
Salmonella enterica	808851	"808851","808851.biosample","SRS5478983"	Salmonella Typhimurium - monophasic	PDT000601175.1	2019-10-05T08:38:26Z	United Kingdom: United Kingdom	human	clinical	1	21	SAMN12915219	GCA_008900425.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	818114	"818114","818114.biosample","SRS5497722"	Salmonella Typhimurium - monophasic	PDT000603889.1	2019-10-10T05:30:34Z	United Kingdom: United Kingdom	human	clinical	22	30	SAMN13002605	GCA_008972045.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	815526	"815526","815526.biosample","SRS5497773"	Salmonella Typhimurium - monophasic	PDT000603931.1	2019-10-10T05:30:41Z	United Kingdom: United Kingdom	human	clinical	0	15	SAMN13002632	GCA_009000375.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS107554	"PNUSAS107554","SRS5501048"		PDT000604237.1	2019-10-10T17:31:43Z	USA		clinical	1	2	SAMN13012275	GCA_009004945.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS108001	"PNUSAS108001","SRS5505869"		PDT000604811.1	2019-10-11T18:30:46Z	USA		clinical	15	18	SAMN13019657	GCA_009109145.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	818933	"818933","818933.biosample","SRS5508187"	Salmonella Typhimurium - monophasic	PDT000605123.1	2019-10-13T05:29:07Z	United Kingdom: United Kingdom	human	clinical	9	14	SAMN13021897	GCA_009114925.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"19-SA00171-0","ERS3858552","Salmonella enterica"	Typhimurium	PDT000606277.1	2019-10-13T20:30:57Z	Germany	food				SAMEA6057421	GCA_009632815.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA02522-0","ERS3858559","Salmonella enterica"	Typhimurium monophasic	PDT000606283.1	2019-10-13T20:30:58Z	Germany	animal				SAMEA6057428	GCA_010293125.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02532-0","ERS3858582","Salmonella enterica"	Typhimurium monophasic	PDT000606304.1	2019-10-13T20:31:03Z	Germany	animal				SAMEA6057451	GCA_009633715.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02803-0","ERS3858624","Salmonella enterica"	Typhimurium monophasic	PDT000606343.1	2019-10-13T20:31:10Z	Germany	animal				SAMEA6057493	GCA_009634115.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA04114-0","ERS3858709","Salmonella enterica"	Typhimurium monophasic	PDT000606424.1	2019-10-13T20:31:26Z	Germany	environment				SAMEA6057578	GCA_009634415.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA02524-0","ERS3858751","Salmonella enterica"	Typhimurium monophasic	PDT000606464.1	2019-10-13T20:31:34Z	Germany	animal				SAMEA6057620	GCA_009621835.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA04325-0","ERS3858867","Salmonella enterica"	Typhimurium monophasic	PDT000606576.1	2019-10-13T20:31:55Z	Germany	animal				SAMEA6057736		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02525-0","ERS3858878","Salmonella enterica"	Typhimurium monophasic	PDT000606587.1	2019-10-13T20:31:57Z	Germany	animal				SAMEA6057747	GCA_009618695.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"19-SA01035-0","ERS3858886","Salmonella enterica"	Typhimurium	PDT000606595.1	2019-10-13T20:31:58Z	Germany	environment				SAMEA6057755	GCA_015043775.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"13-SA01686-S2","ERS3858900","Salmonella enterica"	Typhimurium monophasic	PDT000606607.1	2019-10-13T20:32:01Z	Germany	animal				SAMEA6057769		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA01402","ERS3858956","Salmonella enterica"	Typhimurium monophasic	PDT000606662.1	2019-10-13T20:32:12Z	Germany	animal				SAMEA6057825	GCA_009636295.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA01405","ERS3858986","Salmonella enterica"	Typhimurium monophasic	PDT000606692.1	2019-10-13T20:32:18Z	Germany	animal				SAMEA6057855	GCA_009636875.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02806-0","ERS3859041","Salmonella enterica"	Typhimurium monophasic	PDT000606744.1	2019-10-13T20:32:29Z	Germany	animal				SAMEA6057910	GCA_009637155.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02183","ERS3859121","Salmonella enterica"	Typhimurium monophasic	PDT000606822.1	2019-10-13T20:32:44Z	Germany	animal				SAMEA6057990	GCA_009638225.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02184","ERS3859127","Salmonella enterica"	Typhimurium monophasic	PDT000606828.1	2019-10-13T20:32:45Z	Germany	animal				SAMEA6057996	GCA_010294085.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02192","ERS3859133","Salmonella enterica"	Typhimurium monophasic	PDT000606834.1	2019-10-13T20:32:47Z	Germany	animal				SAMEA6058002		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02187","ERS3859159","Salmonella enterica"	Typhimurium monophasic	PDT000606859.1	2019-10-13T20:32:52Z	Germany	animal				SAMEA6058028		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA01743","ERS3859244","Salmonella enterica"	Typhimurium monophasic	PDT000606942.1	2019-10-13T20:33:08Z	Germany	animal				SAMEA6058113		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA01751","ERS3859248","Salmonella enterica"	Typhimurium monophasic	PDT000606946.1	2019-10-13T20:33:09Z	Germany	animal				SAMEA6058117		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA01753","ERS3859264","Salmonella enterica"	Typhimurium monophasic	PDT000606962.1	2019-10-13T20:33:12Z	Germany	animal				SAMEA6058133	GCA_009639095.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA01754","ERS3859274","Salmonella enterica"	Typhimurium	PDT000606972.1	2019-10-13T20:33:14Z	Germany	environment				SAMEA6058143	GCA_009639375.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA02807-0","ERS3859307","Salmonella enterica"	Typhimurium monophasic	PDT000607005.1	2019-10-13T20:33:21Z	Germany	animal				SAMEA6058177	GCA_010295645.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA03600","ERS3859317","Salmonella enterica"	Typhimurium monophasic	PDT000607015.1	2019-10-13T20:33:24Z	Germany	animal				SAMEA6058187	GCA_009639875.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA03604","ERS3859350","Salmonella enterica"	Typhimurium monophasic	PDT000607048.1	2019-10-13T20:33:30Z	Germany	animal				SAMEA6058220	GCA_009640155.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"16-SA01860","ERS3859357","Salmonella enterica"	Typhimurium	PDT000607055.1	2019-10-13T20:33:31Z	Germany	food				SAMEA6058227	GCA_009623095.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA03527","ERS3859374","Salmonella enterica"	Typhimurium monophasic	PDT000607072.1	2019-10-13T20:33:34Z	Germany	environment				SAMEA6058244	GCA_010295765.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02817-0","ERS3859376","Salmonella enterica"	Typhimurium monophasic	PDT000607074.1	2019-10-13T20:33:35Z	Germany	animal				SAMEA6058246	GCA_009640075.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA03607","ERS3859382","Salmonella enterica"	Typhimurium monophasic	PDT000607080.1	2019-10-13T20:33:36Z	Germany	animal				SAMEA6058252	GCA_009639795.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA03826","ERS3859496","Salmonella enterica"	Typhimurium monophasic	PDT000607192.1	2019-10-13T20:34:00Z	Germany	animal				SAMEA6058366	GCA_009624735.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"19-SA01596-0","ERS3859497","Salmonella enterica"	Typhimurium	PDT000607193.1	2019-10-13T20:34:00Z	Germany	animal				SAMEA6058367	GCA_009624815.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA03829","ERS3859510","Salmonella enterica"	Typhimurium monophasic	PDT000607206.1	2019-10-13T20:34:03Z	Germany	animal				SAMEA6058380	GCA_009624995.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA03128-0","ERS3859535","Salmonella enterica"	Typhimurium monophasic	PDT000607231.1	2019-10-13T20:34:08Z	Germany	animal				SAMEA6058405	GCA_009625035.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02800-0","ERS3859538","Salmonella enterica"	Typhimurium monophasic	PDT000607234.1	2019-10-13T20:34:08Z	Germany	animal				SAMEA6058408	GCA_009625095.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02528-0","ERS3859551","Salmonella enterica"	Typhimurium	PDT000607247.1	2019-10-13T20:34:11Z	Germany	animal				SAMEA6058421	GCA_009642315.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA02510-0","ERS3859553","Salmonella enterica"	Typhimurium monophasic	PDT000607249.1	2019-10-13T20:34:11Z	Germany	food				SAMEA6058423	GCA_009642375.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02809-0","ERS3859613","Salmonella enterica"	Typhimurium monophasic	PDT000607308.1	2019-10-13T20:34:23Z	Germany	animal				SAMEA6058483	GCA_009643095.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"19-SA00658-0","ERS3859617","Salmonella enterica"	Typhimurium	PDT000607312.1	2019-10-13T20:34:24Z	Germany	animal				SAMEA6058487	GCA_009643775.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA02529-0","ERS3859650","Salmonella enterica"	Typhimurium	PDT000607345.1	2019-10-13T20:34:32Z	Germany	animal				SAMEA6058520	GCA_009625115.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA04321-0","ERS3859667","Salmonella enterica"	Typhimurium monophasic	PDT000607362.1	2019-10-13T20:34:35Z	Germany	environment				SAMEA6058537	GCA_009643635.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02521-0","ERS3859671","Salmonella enterica"	Typhimurium monophasic	PDT000607366.1	2019-10-13T20:34:36Z	Germany	animal				SAMEA6058541	GCA_009643735.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"19-SA00821-0","ERS3859678","Salmonella enterica"	Typhimurium	PDT000607373.1	2019-10-13T20:34:37Z	Germany	environment				SAMEA6058548	GCA_009625495.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"18-SA02531-0","ERS3859697","Salmonella enterica"	Typhimurium monophasic	PDT000607392.1	2019-10-13T20:34:41Z	Germany	animal				SAMEA6058567	GCA_009644355.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"18-SA02802-0","ERS3859740","Salmonella enterica"	Typhimurium monophasic	PDT000607435.1	2019-10-13T20:34:50Z	Germany	animal				SAMEA6058610	GCA_009644735.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS108416	"PNUSAS108416","SRS5511550"		PDT000607839.1	2019-10-14T22:29:19Z	USA		clinical	0	3	SAMN13027735	GCA_009087125.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	882929001	"882929001","PNUSAS108648","SRS5513142"		PDT000608016.1	2019-10-15T18:30:04Z	USA		clinical	0	1	SAMN13030840	GCA_009149305.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS109386	"PNUSAS109386","SRS5531642"		PDT000610046.1	2019-10-17T20:21:30Z	USA		clinical	1	2	SAMN13047652	GCA_009186065.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS090675	"PNUSAS090675","SRS5541893"		PDT000610977.1	2019-10-18T19:30:07Z	USA		clinical	2	13	SAMN13056720	GCA_009228665.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS107962	"PNUSAS107962","SRS5542355"		PDT000611575.1	2019-10-18T22:29:53Z	USA		clinical	0	1	SAMN13058686	GCA_009231565.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS106603	"PNUSAS106603","SRS5542356"		PDT000611576.1	2019-10-18T22:29:54Z	USA		clinical	0	1	SAMN13058682	GCA_009232125.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS102550	"PNUSAS102550","SRS5542358"		PDT000611578.1	2019-10-18T22:29:54Z	USA		clinical	1	2	SAMN13058681	GCA_009232725.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS107982	"PNUSAS107982","SRS5542367"		PDT000611587.1	2019-10-18T22:29:55Z	USA		clinical	0	1	SAMN13058799	GCA_009232585.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	822524	"822524","822524.biosample","SRS5545574"	Salmonella Typhimurium - monophasic	PDT000612089.1	2019-10-20T05:29:06Z	United Kingdom: United Kingdom	human	clinical	0	16	SAMN13064241		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS110460	"PNUSAS110460","SRS5555677"		PDT000616510.1	2019-10-24T00:32:01Z	USA		clinical	0	3	SAMN13087278	GCA_009345855.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS110521	"PNUSAS110521","SRS5555730"		PDT000616553.1	2019-10-24T00:32:10Z	USA		clinical	0	1	SAMN13087339	GCA_009344235.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	824492	"824492","824492.biosample","SRS5556460"	Salmonella Typhimurium - monophasic	PDT000616767.1	2019-10-24T00:32:51Z	United Kingdom: United Kingdom	food	environmental/other	30	5	SAMN13087690	GCA_009348835.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	824467	"824467","824467.biosample","SRS5565501"	Salmonella Typhimurium - monophasic	PDT000617104.1	2019-10-24T05:45:17Z	United Kingdom: United Kingdom	human	clinical	1	17	SAMN13105027		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	825105	"825105","825105.biosample","SRS5565506"	Salmonella Typhimurium - monophasic	PDT000617109.1	2019-10-24T05:45:18Z	United Kingdom: United Kingdom	human	clinical	5	18	SAMN13105023	GCA_009355795.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS111390	"PNUSAS111390","SRS5568030"		PDT000617387.1	2019-10-24T19:39:36Z	USA		clinical	21	19	SAMN13108446	GCA_009356995.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	827008	"827008","827008.biosample","SRS5576091"	Salmonella Typhimurium - monophasic	PDT000618650.1	2019-10-27T05:35:47Z	United Kingdom: United Kingdom	human	clinical	3	20	SAMN13118814	GCA_009407365.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS112530	"PNUSAS112530","SRS5585657"		PDT000620102.1	2019-10-29T18:36:53Z	USA		clinical	1	4	SAMN13153271	GCA_009414945.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	829068	"829068","829068.biosample","SRS5586198"	Salmonella Typhimurium - monophasic	PDT000620354.1	2019-10-30T05:37:42Z	United Kingdom: United Kingdom	human	clinical	8	8	SAMN13154219	GCA_009440475.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	829059	"829059","829059.biosample","SRS5586206"	Salmonella Typhimurium - monophasic	PDT000620362.1	2019-10-30T05:37:44Z	United Kingdom: United Kingdom	human	clinical	0	16	SAMN13154201	GCA_009418425.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	DR-039	"DR-039","Salmonella 1"		PDT000620427.1	2019-10-29T19:17:33Z	Chile	pork	environmental/other	7	24	SAMN11569606	GCA_009389685.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	PNUSAS113117	"PNUSAS113117","SRS5598839"		PDT000622709.1	2019-11-01T17:36:01Z	USA		clinical	19	27	SAMN13175671	GCA_009595115.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS113442	"PNUSAS113442","SRS5599236"		PDT000622803.1	2019-11-01T19:40:24Z	USA		clinical	1	2	SAMN13176275	GCA_009596335.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	831327	"831327","831327.biosample","SRS5606203"	Salmonella Typhimurium - monophasic	PDT000623934.1	2019-11-06T22:31:49Z	United Kingdom: United Kingdom	human	clinical	0	16	SAMN13192326	GCA_011591485.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS114779	"PNUSAS114779","SRS5621440"		PDT000625135.1	2019-11-08T22:35:21Z	USA		clinical	13	14	SAMN13230746	GCA_010928235.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	834741	"834741","834741.biosample","SRS5628872"	Salmonella Typhimurium - monophasic	PDT000625940.1	2019-11-09T22:32:31Z	United Kingdom: United Kingdom	human	clinical	2	23	SAMN13245147	GCA_011561305.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS115398	"PNUSAS115398","SRS5633727"		PDT000626781.1	2019-11-13T18:12:23Z	USA		clinical	7	7	SAMN13258183	GCA_010886575.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS31902814	"FSIS31902814","SRS5644886"	I 4,[5],12:i:-	PDT000627951.1	2019-11-15T23:31:31Z	USA:NY	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	3	3	SAMN13280825	GCA_010899015.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS117172	"PNUSAS117172","SRS5686172"		PDT000630602.1	2019-11-21T06:31:16Z	USA		clinical	6	9	SAMN13326908	GCA_010962115.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS118290	"PNUSAS118290","SRS5706750"		PDT000634634.1	2019-11-23T23:36:48Z	USA		clinical	0	1	SAMN13353676	GCA_011539655.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	841364	"841364","841364.biosample","SRS5706921"	Salmonella Typhimurium - monophasic	PDT000634723.1	2019-11-24T02:33:01Z	United Kingdom: United Kingdom	human	clinical	9	10	SAMN13354148	GCA_010920615.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	841971	"841971","841971.biosample","SRS5709253"	Salmonella Typhimurium - monophasic	PDT000635648.1	2019-11-24T23:31:51Z	United Kingdom: United Kingdom	human	clinical	6	3	SAMN13379047	GCA_011325655.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS119481	"PNUSAS119481","SRS5749158"		PDT000638789.1	2019-12-03T15:29:26Z	USA		clinical	2	5	SAMN13446372	GCA_010889995.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS120462	"PNUSAS120462","SRS5755173"		PDT000639425.1	2019-12-05T03:29:23Z	USA		clinical	9	11	SAMN13473114	GCA_010857465.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	846481	"846481","846481.biosample","SRS5756096"	Salmonella Typhimurium - monophasic	PDT000639626.1	2019-12-05T03:30:27Z	United Kingdom: United Kingdom	human	clinical	22	26	SAMN13474440	GCA_010846965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	2016AM-0862	"2016AM-0862","SRS5802824"		PDT000643300.1	2019-12-11T23:29:02Z	USA		clinical	9	15	SAMN13535974	GCA_010834985.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	DR-040	"DR-040","Salmonella 2"		PDT000643661.1	2019-12-10T18:19:20Z	Chile	pork	environmental/other	7	21	SAMN11569607	GCA_009739265.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	PNUSAS122297	"PNUSAS122297","SRS5811472"		PDT000643968.1	2019-12-12T23:26:35Z	USA		clinical	5	7	SAMN13547322	GCA_011673265.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	853962	"853962","853962.biosample","SRS5828138"	Salmonella Typhimurium - monophasic	PDT000645810.1	2019-12-17T13:31:36Z	United Kingdom: United Kingdom	human	clinical	7	12	SAMN13564897	GCA_010011065.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS122936	"PNUSAS122936","SRS5830478"		PDT000645926.1	2019-12-17T13:32:02Z	USA		clinical	4	18	SAMN13571021	GCA_010829385.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	USSAL1178	"CFSAN103174","SRS5872999","USSAL1178"		PDT000649359.1	2019-12-23T02:27:52Z	USA:NC	lairage swab	environmental/other	11	1	SAMN13663197	GCA_010400325.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS127199	"PNUSAS127199","SRS5952610"		PDT000655637.1	2020-01-07T15:27:13Z	USA		clinical	5	5	SAMN13745448	GCA_010812185.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	865043	"865043","865043.biosample","SRS5954280"	Salmonella Typhimurium - monophasic	PDT000656095.1	2020-01-08T05:27:21Z	United Kingdom: United Kingdom	human	clinical	5	15	SAMN13749880	GCA_011430935.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS127371	"PNUSAS127371","SRS5960394"		PDT000656253.1	2020-01-08T17:28:09Z	USA		clinical	0	1	SAMN13762573	GCA_010532415.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	2016AM-2384	"2016AM-2384","SRS5976852"		PDT000658788.1	2020-01-10T15:26:32Z	USA		clinical	8	2	SAMN13821735	GCA_011264035.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	2016AM-1204	"2016AM-1204","SRS5979743"		PDT000659164.1	2020-01-10T22:28:35Z	USA		clinical	1	7	SAMN13825800	GCA_010721855.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	866401	"866401","866401.biosample","SRS5979604"	Salmonella Typhimurium - monophasic	PDT000659312.1	2020-01-11T05:28:52Z	United Kingdom: United Kingdom	human	clinical	8	15	SAMN13825640	GCA_011406335.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	866443	"866443","866443.biosample","SRS5979618"	Salmonella Typhimurium - monophasic	PDT000659330.1	2020-01-11T05:28:59Z	United Kingdom: United Kingdom	human	clinical	0	11	SAMN13825666	GCA_010408745.1	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	PNUSAS128430	"PNUSAS128430","SRS5987100"		PDT000660606.1	2020-01-13T21:27:13Z	USA		clinical	25	39	SAMN13838928	GCA_010368245.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	2016AM-2972	"2016AM-2972","SRS5988496"		PDT000660788.1	2020-01-14T07:31:39Z	USA		clinical	1	19	SAMN13840511	GCA_010809905.1	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	2016AM-2528	"2016AM-2528","SRS5988503"		PDT000660795.1	2020-01-14T07:31:40Z	USA		clinical	3	7	SAMN13840590	GCA_010466105.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	2016AM-3353	"2016AM-3353","SRS5988524"		PDT000660798.1	2020-01-14T07:31:41Z	USA		clinical	1	4	SAMN13840595	GCA_010812545.1	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	2016AM-3356	"2016AM-3356","SRS5988528"		PDT000660802.1	2020-01-14T07:31:42Z	USA		clinical	0	32	SAMN13840601	GCA_010435495.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS128901	"PNUSAS128901","SRS5991962"		PDT000662189.1	2020-01-14T20:34:12Z	USA		clinical	1	4	SAMN13853733	GCA_010850765.1	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	PNUSAS129166	"PNUSAS129166","SRS6000427"		PDT000662480.1	2020-01-15T02:26:18Z	USA		clinical	2	5	SAMN13861980	GCA_010847625.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	N14-2172	"CFSAN079222","N14-2172","SRS3465883"	4,12:i:-	PDT000663502.1	2020-01-14T04:15:45Z	Switzerland	urine	clinical	5	5	SAMN08936654	GCA_009861865.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	N11-1381	"CFSAN079178","N11-1381","SRS3465914"	4,12:i:-	PDT000663516.1	2020-01-14T05:07:20Z	Switzerland	blood	clinical	13	15	SAMN08936533	GCA_009864215.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	N10-1308	"CFSAN079165","N10-1308","SRS3460007"	Typhimurium	PDT000663522.1	2020-01-14T05:09:02Z	Switzerland	urine	clinical	27	29	SAMN08936677	GCA_009864345.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	N09-0868	"CFSAN079152","N09-0868","SRS3460027"	4,12:i:-	PDT000663529.1	2020-01-14T05:10:43Z	Switzerland	anal swab	clinical	8	10	SAMN08936716	GCA_009864455.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	N08-1933	"CFSAN079269","N08-1933","SRS3471428"	4,12:i:-	PDT000663553.1	2020-01-14T20:03:40Z	Switzerland	pork	environmental/other	8	6	SAMN08936704	GCA_009870845.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	N15-1192	"CFSAN079233","N15-1192","SRS3471446"	Typhimurium	PDT000663577.1	2020-01-14T20:10:08Z	Switzerland	feces	clinical	9	17	SAMN08936644	GCA_009871335.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	N15-0790	"CFSAN079232","N15-0790","SRS3471445"	4,12:i:-	PDT000663580.1	2020-01-14T20:10:49Z	Switzerland	blood	clinical	9	11	SAMN08936659	GCA_009871385.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
