#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
SRR5564920,NODE_60_length_4442_cov_233.736950,4017,4299,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5564920,NODE_64_length_3640_cov_203.444909,136,248,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5564920,NODE_64_length_3640_cov_203.444909,3331,3613,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5564920,NODE_70_length_2534_cov_630.153691,1897,2025,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5564920,NODE_77_length_1611_cov_284.164524,58,186,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5564921,NODE_76_length_5518_cov_79.442065,5233,5386,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5564921,NODE_78_length_4993_cov_133.204131,1439,1569,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5564921,NODE_78_length_4993_cov_133.204131,2160,2442,-,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5564921,NODE_85_length_2882_cov_131.073576,143,425,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5564921,NODE_85_length_2882_cov_131.073576,2658,2786,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5564921,NODE_88_length_2550_cov_365.636072,1382,1510,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565023,NODE_105_length_1611_cov_287.276992,1426,1554,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565023,NODE_125_length_643_cov_225.639456,28,310,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565023,NODE_78_length_5518_cov_96.082738,4631,4784,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565023,NODE_84_length_4442_cov_254.058354,1,101,+,Col440I_1,11-111/114,.==============,0/0,88.60,89.11,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565023,NODE_84_length_4442_cov_254.058354,4017,4299,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565023,NODE_89_length_3601_cov_199.713480,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565023,NODE_89_length_3601_cov_199.713480,3292,3574,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565023,NODE_96_length_2550_cov_695.464128,1535,1663,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565024,NODE_77_length_5518_cov_171.231924,2456,2609,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565024,NODE_78_length_4985_cov_536.889655,144,426,-,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565024,NODE_78_length_4985_cov_536.889655,4361,4491,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565024,NODE_85_length_3278_cov_271.049643,1544,1672,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565024,NODE_85_length_3278_cov_271.049643,2252,2534,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565024,NODE_88_length_2550_cov_629.707014,792,920,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565025,NODE_101_length_1134_cov_291.470806,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565025,NODE_72_length_5518_cov_121.286839,2017,2170,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565025,NODE_75_length_4993_cov_171.639530,2777,3059,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565025,NODE_75_length_4993_cov_171.639530,3650,3780,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565025,NODE_79_length_3278_cov_303.941359,1870,2152,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565025,NODE_79_length_3278_cov_303.941359,2732,2860,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565025,NODE_84_length_2550_cov_585.626453,1058,1186,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565025,NODE_86_length_2506_cov_154.656467,2197,2479,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565026,NODE_106_length_1230_cov_241.932766,485,613,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565026,NODE_77_length_5518_cov_146.564708,3349,3502,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565026,NODE_79_length_4993_cov_191.648238,2883,3165,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565026,NODE_79_length_4993_cov_191.648238,3756,3886,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565026,NODE_85_length_3601_cov_158.928652,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565026,NODE_85_length_3601_cov_158.928652,3292,3574,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565026,NODE_97_length_2059_cov_453.289920,1967,2059,-,Col440I_1,11-103/114,.=============.,0/0,81.58,86.02,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565028,NODE_129_length_298_cov_347.720165,58,186,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565028,NODE_58_length_5518_cov_109.993410,2910,3063,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565028,NODE_60_length_4993_cov_288.390644,964,1246,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565028,NODE_60_length_4993_cov_288.390644,1837,1967,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565028,NODE_66_length_3601_cov_230.166385,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565028,NODE_66_length_3601_cov_230.166385,3292,3574,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565028,NODE_76_length_2128_cov_303.101302,28,310,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565028,NODE_77_length_2101_cov_762.825024,2009,2101,-,Col440I_1,11-103/114,.=============.,0/0,81.58,86.02,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565030,NODE_125_length_337_cov_180.840426,97,225,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565030,NODE_66_length_5518_cov_96.128684,4182,4335,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565030,NODE_68_length_4993_cov_109.318348,3088,3370,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565030,NODE_68_length_4993_cov_109.318348,3961,4091,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565030,NODE_79_length_2600_cov_159.206680,2176,2458,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565030,NODE_84_length_2046_cov_343.080362,1,93,+,Col440I_1,11-103/114,.=============.,0/0,81.58,86.02,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565031,NODE_104_length_643_cov_227.770408,28,310,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565031,NODE_66_length_5518_cov_129.100677,3349,3502,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565031,NODE_67_length_4993_cov_224.561563,3604,3734,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565031,NODE_67_length_4993_cov_224.561563,4325,4607,-,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565031,NODE_76_length_2506_cov_159.283150,2197,2479,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565031,NODE_80_length_2101_cov_683.230205,2009,2101,-,Col440I_1,11-103/114,.=============.,0/0,81.58,86.02,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565031,NODE_82_length_1611_cov_329.986504,1426,1554,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565031,NODE_89_length_1134_cov_260.959222,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565032,NODE_60_length_5518_cov_162.386967,1993,2146,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565032,NODE_63_length_4993_cov_289.513366,3217,3499,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565032,NODE_63_length_4993_cov_289.513366,4090,4220,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565032,NODE_67_length_3601_cov_252.272984,28,310,-,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565032,NODE_67_length_3601_cov_252.272984,3393,3505,-,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565032,NODE_70_length_2842_cov_348.280588,58,186,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565032,NODE_70_length_2842_cov_348.280588,2419,2701,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565032,NODE_81_length_2046_cov_695.026118,1,93,+,Col440I_1,11-103/114,.=============.,0/0,81.58,86.02,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565033,NODE_68_length_5518_cov_124.076515,3989,4142,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565033,NODE_70_length_4993_cov_334.977116,3217,3499,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565033,NODE_70_length_4993_cov_334.977116,4090,4220,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565033,NODE_75_length_3601_cov_264.859560,28,310,-,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565033,NODE_75_length_3601_cov_264.859560,3393,3505,-,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565033,NODE_78_length_2842_cov_370.802655,58,186,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565033,NODE_78_length_2842_cov_370.802655,2419,2701,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565033,NODE_82_length_2550_cov_873.786774,1364,1492,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565034,NODE_61_length_5518_cov_146.414058,4216,4369,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565034,NODE_64_length_4442_cov_236.596079,144,426,-,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565034,NODE_64_length_4442_cov_236.596079,4342,4442,-,Col440I_1,11-111/114,.==============,0/0,88.60,89.11,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565034,NODE_65_length_4135_cov_223.145588,926,1038,-,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565034,NODE_65_length_4135_cov_223.145588,1657,1939,-,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565034,NODE_74_length_2550_cov_635.254108,1216,1344,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565034,NODE_84_length_1164_cov_258.345356,979,1107,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565034,NODE_95_length_643_cov_184.221088,28,310,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565035,NODE_136_length_344_cov_284.519031,159,287,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565035,NODE_68_length_5518_cov_162.609738,3977,4130,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565035,NODE_70_length_4993_cov_270.338194,1011,1141,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565035,NODE_70_length_4993_cov_270.338194,1732,2014,-,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565035,NODE_77_length_3601_cov_213.231810,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565035,NODE_77_length_3601_cov_213.231810,3292,3574,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565035,NODE_84_length_2553_cov_275.574059,142,424,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565035,NODE_86_length_2381_cov_716.252365,1744,1872,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565036,NODE_110_length_3090_cov_205.656343,745,1027,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565036,NODE_110_length_3090_cov_205.656343,1607,1735,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565036,NODE_127_length_1495_cov_510.350694,1041,1169,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565036,NODE_148_length_544_cov_337.586912,4,117,+,Col440I_1,1-114/114,===============,0/0,100.00,90.35,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565036,NODE_98_length_5571_cov_101.377266,1676,1829,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565037,NODE_55_length_5570_cov_197.240617,1180,1333,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565037,NODE_62_length_3716_cov_51.249112,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565037,NODE_62_length_3716_cov_51.249112,3292,3574,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565037,NODE_67_length_2974_cov_293.972593,2359,2641,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565037,NODE_69_length_2728_cov_167.278713,58,186,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565037,NODE_69_length_2728_cov_167.278713,2419,2701,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565037,NODE_77_length_2200_cov_430.669930,1976,2104,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565037,NODE_93_length_855_cov_378.353750,755,855,-,Col440I_1,11-111/114,.==============,0/0,88.60,89.11,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565038,NODE_66_length_3788_cov_152.328154,1180,1333,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565038,NODE_73_length_2715_cov_153.551504,63,345,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565038,NODE_73_length_2715_cov_153.551504,936,1066,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565038,NODE_75_length_2536_cov_107.693672,902,1184,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565038,NODE_75_length_2536_cov_107.693672,1803,1915,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565038,NODE_79_length_2225_cov_361.702765,510,638,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565038,NODE_83_length_2087_cov_156.139764,745,1027,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565038,NODE_83_length_2087_cov_156.139764,1616,1744,+,ColRNAI_1,1-128/130,========/======,4/5,96.92,81.68,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565039,NODE_114_length_5518_cov_100.355116,4680,4833,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565039,NODE_117_length_4911_cov_141.591227,145,427,-,Col440II_1,2-281/282,========/======,1/3,99.29,83.75,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565039,NODE_117_length_4911_cov_141.591227,4420,4550,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,86.26,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565039,NODE_123_length_3601_cov_127.832205,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565039,NODE_123_length_3601_cov_127.832205,3292,3574,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565039,NODE_129_length_2728_cov_160.723906,58,186,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565039,NODE_129_length_2728_cov_160.723906,2419,2701,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565039,NODE_130_length_2550_cov_343.832064,775,903,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565041,NODE_65_length_5518_cov_174.436756,4186,4339,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5565041,NODE_66_length_4993_cov_327.156744,2182,2312,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565041,NODE_66_length_4993_cov_327.156744,2903,3185,-,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565041,NODE_70_length_3601_cov_260.557530,97,209,+,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5565041,NODE_70_length_3601_cov_260.557530,3292,3574,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5565041,NODE_78_length_2550_cov_808.921042,1087,1215,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565041,NODE_85_length_1611_cov_384.386889,1426,1554,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5565041,NODE_96_length_757_cov_341.944444,334,616,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5572351,NODE_70_length_5518_cov_69.101409,1993,2146,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5572351,NODE_73_length_4978_cov_65.091814,144,426,-,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5572351,NODE_73_length_4978_cov_65.091814,4361,4491,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5572351,NODE_78_length_3601_cov_56.739143,28,310,-,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5572351,NODE_78_length_3601_cov_56.739143,3393,3505,-,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5572351,NODE_80_length_2842_cov_74.101902,58,186,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5572351,NODE_80_length_2842_cov_74.101902,2419,2701,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5572351,NODE_86_length_2305_cov_126.661333,2213,2305,-,Col440I_1,11-103/114,.=============.,0/0,81.58,86.02,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5572353,NODE_105_length_3631_cov_146.118009,1854,2136,+,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5572353,NODE_105_length_3631_cov_146.118009,2727,2857,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5572353,NODE_110_length_2736_cov_181.159269,1426,1554,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5572353,NODE_110_length_2736_cov_181.159269,2134,2416,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5572353,NODE_117_length_2268_cov_408.405784,1631,1759,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR5572353,NODE_143_length_630_cov_90.191304,28,310,-,Col440II_1,2-281/282,========/======,1/3,99.29,82.69,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5572353,NODE_182_length_265_cov_146.776190,80,192,-,Col440I_1,1-113/114,===============,0/0,99.12,90.27,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR5572353,NODE_97_length_5518_cov_61.222954,1180,1333,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5572354,NODE_80_length_5518_cov_95.382025,2513,2666,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR5572354,NODE_82_length_4993_cov_193.466991,144,426,-,Col440II_1,2-281/282,========/======,1/3,99.29,85.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR5572354,NODE_82_length_4993_cov_193.466991,4361,4491,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
