"","id","Isolation source","Year","Source","Continent"
"1836","SRR8648203","food","2019","Environmental/Others","Europe"
"1837","SRR8648212","human","2019","Clinical","Europe"
"1838","SRR8648334","human","2019","Clinical","Europe"
"1839","SRR8648350","human","2019","Clinical","Europe"
"1840","SRR8647677","food","2019","Environmental/Others","Europe"
"1841","SRR8651188","human","2019","Clinical","Europe"
"1842","SRR8650258","human","2019","Clinical","Europe"
"1843","SRR8650453","human","2019","Clinical","Europe"
"1844","SRR8650481","human","2019","Clinical","Europe"
"1845","SRR8655134","human","2019","Clinical","Europe"
"1846","SRR8655353","human","2019","Clinical","Europe"
"1847","SRR8657023","human","2019","Clinical","Europe"
"1848","SRR8657046","human","2019","Clinical","Europe"
"1849","SRR8658036","human","2019","Clinical","Europe"
"1850","SRR8658053","human","2019","Clinical","Europe"
"1851","SRR8658176","human","2019","Clinical","Europe"
"1852","SRR8658200","human","2019","Clinical","Europe"
"1853","SRR8658248","human","2019","Clinical","Europe"
"1854","SRR8661050","human","2019","Clinical","Europe"
"1855","SRR8661103","human","2019","Clinical","Europe"
"1856","SRR8661156","human","2019","Clinical","Europe"
"1857","SRR8661162","human","2019","Clinical","Europe"
"1858","SRR8666866","human","2019","Clinical","Europe"
"1859","SRR8667429","human","2019","Clinical","Europe"
"1860","SRR8667432","human","2019","Clinical","Europe"
"1861","SRR8667451","human","2019","Clinical","Europe"
"1862","SRR8670891","human","2019","Clinical","Europe"
"1863","SRR8671228","human","2019","Clinical","Europe"
"1864","SRR8671269","human","2019","Clinical","Europe"
"1865","SRR8671271","human","2019","Clinical","Europe"
"1866","SRR8671310","human","2019","Clinical","Europe"
"1867","SRR8674595","human","2019","Clinical","Europe"
"1868","SRR8674633","human","2019","Clinical","Europe"
"1869",NA,"Clam","2022","Environmental/Others","Asia"
"1870",NA,"feces","2022","Clinical","Asia"
"1871",NA,"feces","2022","Clinical","Asia"
"1872",NA,"feces","2022","Clinical","Asia"
"1873",NA,"feces","2022","Clinical","Asia"
"1874","SRR8691517","human","2019","Clinical","Europe"
"1875","SRR8691534","human","2019","Clinical","Europe"
"1876","SRR8691538","human","2019","Clinical","Europe"
"1877","SRR8691660","human","2019","Clinical","Europe"
"1878","SRR8698103","human","2019","Clinical","Europe"
"1879","SRR8698200","human","2019","Clinical","Europe"
"1880","SRR8701091","human","2019","Clinical","Europe"
"1881","SRR8703647","human","2019","Clinical","Europe"
"1882","SRR8707571","animal-swine-market swine","2019","Environmental/Others","North America"
"1883","SRR8717088","human","2019","Clinical","Europe"
"1884","SRR8724709","human","2019","Clinical","Europe"
"1885",NA,"feces","2022","Clinical","Asia"
"1886","SRR8735137","human","2019","Clinical","Europe"
"1887","SRR8735148","food","2019","Environmental/Others","Europe"
"1888","SRR8754585","Product-Raw-Intact-Pork","2019","Environmental/Others","North America"
"1889","SRR8758381","human","2019","Clinical","Europe"
"1890","SRR8758393","human","2019","Clinical","Europe"
"1891","SRR8793545",NA,"2019","Clinical","North America"
"1892","SRR8838987","human","2019","Clinical","Europe"
"1893","SRR8839595","human","2019","Clinical","Europe"
"1894","SRR8861993","human","2019","Clinical","Europe"
"1895","SRR8863376","human","2019","Clinical","Europe"
"1896","SRR8878877",NA,"2019","Clinical","North America"
"1897","SRR8899854",NA,"2019","Clinical","North America"
"1898","SRR8900264",NA,"2019","Clinical","North America"
"1899","SRR8902426",NA,"2019","Clinical","North America"
"1900","SRR8916307","human","2019","Clinical","Europe"
"1901","SRR8902606","not collected","2019","Clinical","North America"
"1902","SRR8998270","human","2019","Clinical","Europe"
"1903","SRR9040356",NA,"2019","Clinical","North America"
"1904","SRR9071932",NA,"2019","Clinical","North America"
"1905","SRR9071913",NA,"2019","Clinical","North America"
"1906","SRR9074457",NA,"2019","Clinical","North America"
"1907","SRR9082401",NA,"2019","Clinical","North America"
"1908","SRR9087736","Product-Raw-Intact-Pork","2019","Environmental/Others","North America"
"1909","SRR9088931","human","2019","Clinical","Europe"
"1910","ERR3060826",NA,"2019","Environmental/Others","Others"
"1911","ERR3060843",NA,"2019","Environmental/Others","Others"
"1912","ERR3060855",NA,"2019","Environmental/Others","Others"
"1913","ERR3060906",NA,"2019","Environmental/Others","Others"
"1914","SRR9102768","fecal swab horse","2019","Environmental/Others","South America"
"1915","SRR9106277",NA,"2019","Clinical","North America"
"1916","SRR9137234",NA,"2019","Clinical","North America"
"1917","SRR9153201","human","2019","Clinical","Europe"
"1918","SRR9153204","human","2019","Clinical","Europe"
"1919","SRR9153246","human","2019","Clinical","Europe"
"1920","SRR9190124",NA,"2019","Clinical","North America"
"1921","SRR9260901","human","2019","Clinical","Europe"
"1922","SRR9261103","human","2019","Clinical","Europe"
"1923","SRR9261578","human","2019","Clinical","Europe"
"1924","SRR9261582","human","2019","Clinical","Europe"
"1925","SRR9261678","human","2019","Clinical","Europe"
"1926","SRR9274328","human","2019","Clinical","Europe"
"1927","SRR9274356","human","2019","Clinical","Europe"
"1928","SRR9287464","human","2019","Clinical","Europe"
"1929","SRR9287773","human","2019","Clinical","Europe"
"1930","SRR9298902","human","2019","Clinical","Europe"
"1931","SRR9302525",NA,"2019","Clinical","North America"
"1932","SRR9304140","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2019","Environmental/Others","North America"
"1933","SRR9306536","human","2019","Clinical","Europe"
"1934","SRR9306557","human","2019","Clinical","Europe"
"1935","SRR9323320",NA,"2019","Clinical","North America"
"1936","SRR9334451",NA,"2019","Clinical","North America"
"1937","SRR9334472",NA,"2019","Clinical","North America"
"1938","SRR9335772",NA,"2019","Clinical","North America"
"1939","SRR9335568","human","2019","Clinical","Europe"
"1940","SRR9422666","human","2019","Clinical","Europe"
"1941","SRR9422814","human","2019","Clinical","Europe"
"1942","SRR9423020","human","2019","Clinical","Europe"
"1943","SRR9592750",NA,"2019","Clinical","North America"
"1944","SRR9598522","human","2019","Clinical","Europe"
"1945","SRR9613388",NA,"2019","Clinical","North America"
"1946","SRR9613389",NA,"2019","Clinical","North America"
"1947","ERR3397766","livestock","2019","Environmental/Others","Europe"
"1948","SRR9613184","human","2019","Clinical","Europe"
"1949","SRR9637575",NA,"2019","Clinical","North America"
"1950","SRR9659687",NA,"2019","Clinical","North America"
"1951","SRR9661773","human","2019","Clinical","Europe"
"1952","SRR9667688",NA,"2019","Clinical","North America"
"1953","SRR9668441","human","2019","Clinical","Europe"
"1954","SRR9689817","animal-swine-market swine","2019","Environmental/Others","North America"
"1955","SRR9689857","animal-swine-market swine","2019","Environmental/Others","North America"
"1956","SRR9689864","animal-swine-market swine","2019","Environmental/Others","North America"
"1957","SRR9694862",NA,"2019","Clinical","North America"
"1958","SRR9697081",NA,"2019","Clinical","North America"
"1959","SRR9699607",NA,"2019","Clinical","North America"
"1960","SRR9717255",NA,"2019","Clinical","North America"
"1961","SRR9761915",NA,"2019","Clinical","North America"
"1962","SRR9841212",NA,"2019","Clinical","North America"
"1963","SRR9846943","human","2019","Clinical","Europe"
"1964","SRR9846952","human","2019","Clinical","Europe"
"1965","SRR9846961","human","2019","Clinical","Europe"
"1966","SRR9854095","stool","2019","Clinical","Asia"
"1967","SRR9875357","human","2019","Clinical","Europe"
"1968","SRR9875411","human","2019","Clinical","Europe"
"1969","SRR9902471",NA,"2019","Clinical","North America"
"1970","SRR9911918","human","2019","Clinical","Europe"
"1971","SRR9915720",NA,"2019","Clinical","North America"
"1972","SRR9921297","human","2019","Clinical","Europe"
"1973","SRR9932239",NA,"2019","Clinical","North America"
"1974","SRR9961480",NA,"2019","Clinical","North America"
"1975","SRR9962015","human","2019","Clinical","Europe"
"1976","SRR9968508","human","2019","Clinical","Europe"
"1977","SRR9968534","human","2019","Clinical","Europe"
"1978","SRR9968545","human","2019","Clinical","Europe"
"1979","SRR9972019",NA,"2019","Clinical","North America"
"1980","SRR9972495",NA,"2019","Clinical","North America"
"1981","SRR9973362",NA,"2019","Clinical","North America"
"1982","SRR9989219","human","2019","Clinical","Europe"
"1983","SRR9989234","human","2019","Clinical","Europe"
"1984","SRR9994081",NA,"2019","Clinical","North America"
"1985","SRR10343585",NA,"2019","Clinical","North America"
"1986","SRR10003371",NA,"2019","Clinical","North America"
"1987","SRR10003420",NA,"2019","Clinical","North America"
"1988","SRR10011449","human","2019","Clinical","Europe"
"1989","SRR10003414",NA,"2019","Clinical","North America"
"1990","SRR10015231",NA,"2019","Clinical","North America"
"1991","SRR10018520",NA,"2019","Clinical","North America"
"1992","SRR10018575",NA,"2019","Clinical","North America"
"1993","SRR10018936","human","2019","Clinical","Europe"
"1994","SRR10024627",NA,"2019","Clinical","North America"
"1995","SRR10031603","human","2019","Clinical","Europe"
"1996","SRR10035034",NA,"2019","Clinical","North America"
"1997","SRR10069012",NA,"2019","Clinical","North America"
"1998","SRR10071622",NA,"2019","Clinical","North America"
"1999","SRR10075998","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2019","Environmental/Others","North America"
"2000","SRR10084937",NA,"2019","Clinical","North America"
"2001","SRR10088411",NA,"2019","Clinical","North America"
"2002","SRR10095838",NA,"2019","Clinical","North America"
"2003","SRR10096429","human","2019","Clinical","Europe"
"2004","SRR10102823",NA,"2019","Clinical","North America"
"2005","SRR10133396","human","2019","Clinical","Europe"
"2006","SRR10133404","human","2019","Clinical","Europe"
"2007","SRR10139523","human","2019","Clinical","Europe"
"2008","SRR10139531","human","2019","Clinical","Europe"
"2009","SRR10139571","human","2019","Clinical","Europe"
"2010","SRR10152528",NA,"2019","Clinical","North America"
"2011","SRR10152552",NA,"2019","Clinical","North America"
"2012","SRR10156129","animal-swine-market swine","2019","Environmental/Others","North America"
"2013","SRR10189368",NA,"2019","Clinical","North America"
"2014","SRR10198892","human","2019","Clinical","Europe"
"2015","SRR10198933","human","2019","Clinical","Europe"
"2016","SRR10198949","human","2019","Clinical","Europe"
"2017","SRR10215885",NA,"2019","Clinical","North America"
"2018","SRR10228824","food","2019","Environmental/Others","Europe"
"2019","SRR10228850","human","2019","Clinical","Europe"
"2020","SRR10228896","human","2019","Clinical","Europe"
"2021","SRR10229759","food","2019","Environmental/Others","Europe"
"2022","SRR10231974",NA,"2019","Clinical","North America"
"2023","SRR10231975",NA,"2019","Clinical","North America"
"2024","SRR10232074","human","2019","Clinical","Europe"
"2025","SRR10232117","human","2019","Clinical","Europe"
"2026","SRR10254180","human","2019","Clinical","Europe"
"2027","SRR10254231","human","2019","Clinical","Europe"
"2028","SRR10257868",NA,"2019","Clinical","North America"
"2029","SRR10267570",NA,"2019","Clinical","North America"
"2030","SRR10270606","human","2019","Clinical","Europe"
"2031","ERR3580756","food","2019","Environmental/Others","Europe"
"2032","ERR3580763","animal","2019","Environmental/Others","Europe"
"2033","ERR3580786","animal","2019","Environmental/Others","Europe"
"2034","ERR3580828","animal","2019","Environmental/Others","Europe"
"2035","ERR3580913","environment","2019","Environmental/Others","Europe"
"2036","ERR3580955","animal","2019","Environmental/Others","Europe"
"2037","ERR3581071","animal","2019","Environmental/Others","Europe"
"2038","ERR3581082","animal","2019","Environmental/Others","Europe"
"2039","ERR3581090","environment","2019","Environmental/Others","Europe"
"2040","ERR3581104","animal","2019","Environmental/Others","Europe"
"2041","ERR3581160","animal","2019","Environmental/Others","Europe"
"2042","ERR3581190","animal","2019","Environmental/Others","Europe"
"2043","ERR3581245","animal","2019","Environmental/Others","Europe"
"2044","ERR3581325","animal","2019","Environmental/Others","Europe"
"2045","ERR3581331","animal","2019","Environmental/Others","Europe"
"2046","ERR3581337","animal","2019","Environmental/Others","Europe"
"2047","ERR3581363","animal","2019","Environmental/Others","Europe"
"2048","ERR3581448","animal","2019","Environmental/Others","Europe"
"2049","ERR3581452","animal","2019","Environmental/Others","Europe"
"2050","ERR3581468","animal","2019","Environmental/Others","Europe"
"2051","ERR3581478","environment","2019","Environmental/Others","Europe"
"2052","ERR3581511","animal","2019","Environmental/Others","Europe"
"2053","ERR3581521","animal","2019","Environmental/Others","Europe"
"2054","ERR3581554","animal","2019","Environmental/Others","Europe"
"2055","ERR3581561","food","2019","Environmental/Others","Europe"
"2056","ERR3581578","environment","2019","Environmental/Others","Europe"
"2057","ERR3581580","animal","2019","Environmental/Others","Europe"
"2058","ERR3581586","animal","2019","Environmental/Others","Europe"
"2059","ERR3581700","animal","2019","Environmental/Others","Europe"
"2060","ERR3581701","animal","2019","Environmental/Others","Europe"
"2061","ERR3581714","animal","2019","Environmental/Others","Europe"
"2062","ERR3581739","animal","2019","Environmental/Others","Europe"
"2063","ERR3581742","animal","2019","Environmental/Others","Europe"
"2064","ERR3581755","animal","2019","Environmental/Others","Europe"
"2065","ERR3581757","food","2019","Environmental/Others","Europe"
"2066","ERR3581817","animal","2019","Environmental/Others","Europe"
"2067","ERR3581821","animal","2019","Environmental/Others","Europe"
"2068","ERR3581854","animal","2019","Environmental/Others","Europe"
"2069","ERR3581871","environment","2019","Environmental/Others","Europe"
"2070","ERR3581875","animal","2019","Environmental/Others","Europe"
"2071","ERR3581882","environment","2019","Environmental/Others","Europe"
"2072","ERR3581901","animal","2019","Environmental/Others","Europe"
"2073","ERR3581944","animal","2019","Environmental/Others","Europe"
"2074","SRR10276196",NA,"2019","Clinical","North America"
"2075","SRR10277924",NA,"2019","Clinical","North America"
"2076","SRR10298124",NA,"2019","Clinical","North America"
"2077","SRR10309621",NA,"2019","Clinical","North America"
"2078","SRR10310262",NA,"2019","Clinical","North America"
"2079","SRR10310263",NA,"2019","Clinical","North America"
"2080","SRR10310265",NA,"2019","Clinical","North America"
"2081","SRR10310274",NA,"2019","Clinical","North America"
"2082","SRR10313697","human","2019","Clinical","Europe"
"2083","SRR10325485",NA,"2019","Clinical","North America"
"2084","SRR10325539",NA,"2019","Clinical","North America"
"2085","SRR10326318","food","2019","Environmental/Others","Europe"
"2086","SRR10337396","human","2019","Clinical","Europe"
"2087","SRR10337401","human","2019","Clinical","Europe"
"2088","SRR10341112",NA,"2019","Clinical","North America"
"2089","SRR10350938","human","2019","Clinical","Europe"
"2090","SRR10360076",NA,"2019","Clinical","North America"
"2091","SRR10360793","human","2019","Clinical","Europe"
"2092","SRR10360801","human","2019","Clinical","Europe"
"2093",NA,"pork","2019","Environmental/Others","South America"
"2094","SRR10382553",NA,"2019","Clinical","North America"
"2095","SRR10383467",NA,"2019","Clinical","North America"
"2096","SRR10393112","human","2019","Clinical","Europe"
"2097","SRR10412139",NA,"2019","Clinical","North America"
"2098","SRR10420549","human","2019","Clinical","Europe"
"2099","SRR10427918",NA,"2019","Clinical","North America"
"2100","SRR10441198","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2019","Environmental/Others","North America"
"2101","SRR10490238",NA,"2019","Clinical","North America"
"2102","SRR10513217",NA,"2019","Clinical","North America"
"2103","SRR10513404","human","2019","Clinical","Europe"
"2104","SRR10519607","human","2019","Clinical","Europe"
"2105","SRR10569411",NA,"2019","Clinical","North America"
"2106","SRR10579127",NA,"2019","Clinical","North America"
"2107","SRR10580040","human","2019","Clinical","Europe"
"2108","SRR10664061",NA,"2019","Clinical","North America"
"2109",NA,"pork","2019","Environmental/Others","South America"
"2110","SRR10674773",NA,"2019","Clinical","North America"
"2111","SRR10693172","human","2019","Clinical","Europe"
"2112","SRR10695845",NA,"2019","Clinical","North America"
"2113","SRR10752091","lairage swab","2019","Environmental/Others","North America"
"2114","SRR10841775",NA,"2020","Clinical","North America"
"2115","SRR10843958","human","2020","Clinical","Europe"
"2116","SRR10850356",NA,"2020","Clinical","North America"
"2117","SRR10868165",NA,"2020","Clinical","North America"
"2118","SRR10871237",NA,"2020","Clinical","North America"
"2119","SRR10871105","human","2020","Clinical","Europe"
"2120","SRR10871123","human","2020","Clinical","Europe"
"2121","SRR10880495",NA,"2020","Clinical","North America"
"2122","SRR10881904",NA,"2020","Clinical","North America"
"2123","SRR10881911",NA,"2020","Clinical","North America"
"2124","SRR10881932",NA,"2020","Clinical","North America"
"2125","SRR10881936",NA,"2020","Clinical","North America"
"2126","SRR10885573",NA,"2020","Clinical","North America"
"2127","SRR10894574",NA,"2020","Clinical","North America"
"2128","SRR7439265","urine","2020","Clinical","Europe"
"2129","SRR7439233","blood","2020","Clinical","Europe"
"2130","SRR7426170","urine","2020","Clinical","Europe"
"2131","SRR7426151","anal swab","2020","Clinical","Europe"
"2132","SRR7441828","pork","2020","Environmental/Others","Europe"
"2133","SRR7441811","feces","2020","Clinical","Europe"
"2134","SRR7441810","blood","2020","Clinical","Europe"
"2135","SRR7439266","blood","2020","Clinical","Europe"
"2136","SRR7426159",NA,"2020","Environmental/Others","Europe"
"2137","SRR7426156",NA,"2020","Clinical","Europe"
"2138","SRR10904838",NA,"2020","Clinical","North America"
"2139","SRR10907128",NA,"2020","Clinical","North America"
"2140","SRR10907166",NA,"2020","Clinical","North America"
"2141","SRR10910709",NA,"2020","Clinical","North America"
"2142","SRR10956819",NA,"2020","Clinical","North America"
"2143","SRR10960975",NA,"2020","Clinical","North America"
"2144","SRR10965868","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2145","SRR10967482",NA,"2020","Clinical","North America"
"2146","SRR10971748",NA,"2020","Clinical","North America"
"2147","SRR10981271","human","2020","Clinical","Europe"
"2148","SRR10981272","human","2020","Clinical","Europe"
"2149","SRR10985060",NA,"2020","Clinical","North America"
"2150","ERR3843703",NA,"2020","Environmental/Others","Others"
"2151","SRR11015387","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2152","SRR11016625",NA,"2020","Clinical","North America"
"2153","SRR11020413",NA,"2020","Clinical","North America"
"2154","SRR11020422",NA,"2020","Clinical","North America"
"2155","SRR11025623",NA,"2020","Clinical","North America"
"2156","ERR3864647",NA,"2020","Environmental/Others","Others"
"2157","ERR3864789",NA,"2020","Environmental/Others","Others"
"2158","SRR11032577",NA,"2020","Clinical","North America"
"2159","SRR11035103","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2160","SRR11048388","human","2020","Clinical","Europe"
"2161","SRR11053208",NA,"2020","Clinical","North America"
"2162","SRR11058532",NA,"2020","Clinical","North America"
"2163","SRR11079898",NA,"2020","Clinical","North America"
"2164","SRR11085330","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2165","ERR3901228",NA,"2020","Environmental/Others","Others"
"2166","ERR3901232",NA,"2020","Environmental/Others","Others"
"2167","ERR3901351",NA,"2020","Environmental/Others","Others"
"2168","ERR3901779",NA,"2020","Environmental/Others","Others"
"2169","ERR3901836",NA,"2020","Environmental/Others","Others"
"2170","ERR3901861",NA,"2020","Environmental/Others","Others"
"2171","ERR3901890",NA,"2020","Environmental/Others","Others"
"2172","ERR3901898",NA,"2020","Environmental/Others","Others"
"2173","ERR3902019",NA,"2020","Environmental/Others","Others"
"2174","ERR3902022",NA,"2020","Environmental/Others","Others"
"2175","ERR3902061",NA,"2020","Environmental/Others","Others"
"2176","ERR3902461",NA,"2020","Environmental/Others","Others"
"2177","ERR3902481",NA,"2020","Environmental/Others","Others"
"2178","ERR3902502",NA,"2020","Environmental/Others","Others"
"2179","ERR3902506",NA,"2020","Environmental/Others","Others"
"2180","ERR3902510",NA,"2020","Environmental/Others","Others"
"2181","ERR3902533",NA,"2020","Environmental/Others","Others"
"2182","SRR11100764",NA,"2020","Clinical","North America"
"2183","SRR11100767",NA,"2020","Clinical","North America"
"2184","SRR11100771",NA,"2020","Clinical","North America"
"2185","SRR11100787",NA,"2020","Clinical","North America"
"2186","SRR11105486",NA,"2020","Clinical","North America"
"2187","SRR11113053",NA,"2020","Clinical","North America"
"2188","SRR11113064",NA,"2020","Clinical","North America"
"2189","SRR11113073",NA,"2020","Clinical","North America"
"2190","SRR11114746",NA,"2020","Clinical","North America"
"2191","SRR11122669","water","2020","Environmental/Others","North America"
"2192","SRR11142732","human","2020","Clinical","Europe"
"2193","SRR11181424","stool","2020","Clinical","North America"
"2194","SRR11190747",NA,"2020","Clinical","North America"
"2195","SRR11190750",NA,"2020","Clinical","North America"
"2196","SRR11210194",NA,"2020","Clinical","North America"
"2197","ERR3060978",NA,"2020","Environmental/Others","Others"
"2198","SRR11216227","stool","2020","Clinical","North America"
"2199","SRR11217027","stool","2020","Clinical","North America"
"2200","SRR11232195",NA,"2020","Clinical","North America"
"2201","SRR11232069","stool","2020","Clinical","North America"
"2202","SRR11232294","stool","2020","Clinical","North America"
"2203","SRR11232332","stool","2020","Clinical","North America"
"2204","SRR11231045","human","2020","Clinical","Europe"
"2205","SRR11292592","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2206","SRR11362213","human","2020","Clinical","Europe"
"2207","SRR11363467","human","2020","Clinical","Europe"
"2208","SRR11363590","food","2020","Environmental/Others","Europe"
"2209","SRR11363600","food","2020","Environmental/Others","Europe"
"2210","SRR11364977","human","2020","Clinical","Europe"
"2211","SRR11410103","human","2020","Clinical","Europe"
"2212","SRR11410158","human","2020","Clinical","Europe"
"2213","SRR11410175","human","2020","Clinical","Europe"
"2214","SRR11410459","human","2020","Clinical","Europe"
"2215","SRR11416312",NA,"2020","Clinical","North America"
"2216","SRR11425863","Diarrheal patient","2020","Clinical","Asia"
"2217","SRR11425864","Diarrheal patient","2020","Clinical","Asia"
"2218","SRR11582134",NA,"2020","Clinical","North America"
"2219","SRR11600315","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2220","SRR11607150","human","2020","Clinical","Europe"
"2221","SRR11657207","human","2020","Clinical","Europe"
"2222","SRR11676253","human","2020","Clinical","Europe"
"2223","SRR11676257","human","2020","Clinical","Europe"
"2224","SRR11741534","human","2020","Clinical","Europe"
"2225","SRR11772731","stool","2020","Clinical","North America"
"2226","SRR11780791",NA,"2020","Clinical","North America"
"2227","ERR3040407","10 - Aube","2020","Environmental/Others","Others"
"2228","SRR11791575","human","2020","Clinical","Europe"
"2229","SRR11827251",NA,"2020","Clinical","North America"
"2230","SRR11827210","human","2020","Clinical","Europe"
"2231","SRR11827216","human","2020","Clinical","Europe"
"2232","SRR11827240","human","2020","Clinical","Europe"
"2233","SRR11829985",NA,"2020","Clinical","North America"
"2234","SRR11858916",NA,"2020","Clinical","North America"
"2235","SRR11860781","stool","2020","Clinical","North America"
"2236",NA,"feces","2020","Clinical","Oceania"
"2237",NA,"feces","2020","Clinical","Oceania"
"2238",NA,"feces","2020","Clinical","Oceania"
"2239",NA,"feces","2020","Clinical","Oceania"
"2240",NA,"feces","2020","Clinical","Oceania"
"2241",NA,"feces","2020","Clinical","Oceania"
"2242",NA,"feces","2020","Clinical","Oceania"
"2243",NA,"feces","2020","Clinical","Oceania"
"2244",NA,"feces","2020","Clinical","Oceania"
"2245",NA,"feces","2020","Clinical","Oceania"
"2246",NA,"feces","2020","Clinical","Oceania"
"2247",NA,"feces","2020","Clinical","Oceania"
"2248",NA,"feces","2020","Clinical","Oceania"
"2249",NA,"feces","2020","Clinical","Oceania"
"2250",NA,"feces","2020","Clinical","Oceania"
"2251",NA,"feces","2020","Clinical","Oceania"
"2252","SRR11927758","human","2020","Clinical","Europe"
"2253",NA,"feces","2020","Clinical","Oceania"
"2254",NA,"feces","2020","Clinical","Oceania"
"2255","SRR11991009",NA,"2020","Clinical","North America"
"2256","SRR12005200",NA,"2020","Clinical","North America"
"2257","SRR12039181","human","2020","Clinical","Europe"
"2258","SRR12060879","human","2020","Clinical","Europe"
"2259","SRR12076594","human","2020","Clinical","Europe"
"2260","SRR12091614","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2261","SRR12092027",NA,"2020","Clinical","North America"
"2262","SRR12097172","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2263","SRR12126785",NA,"2020","Clinical","North America"
"2264","SRR12137523","feces (Nycticorax)","2020","Environmental/Others","South America"
"2265","SRR12144671","human","2020","Clinical","Europe"
"2266","SRR12168695","human","2020","Clinical","Europe"
"2267","SRR12168714","human","2020","Clinical","Europe"
"2268","SRR12169353","Product-Raw-Intact-Pork","2020","Environmental/Others","North America"
"2269","SRR12200435","human","2020","Clinical","Europe"
"2270","SRR12212545","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2271","SRR12215274",NA,"2020","Clinical","North America"
"2272","SRR12243944",NA,"2020","Clinical","North America"
"2273","ERR4338879",NA,"2020","Environmental/Others","Others"
"2274","SRR12251721","human","2020","Clinical","Europe"
"2275","SRR12274635",NA,"2020","Clinical","North America"
"2276","SRR12282317","human","2020","Clinical","Europe"
"2277","SRR12282360","human","2020","Clinical","Europe"
"2278","SRR12316779",NA,"2020","Clinical","North America"
"2279","SRR12318402",NA,"2020","Clinical","North America"
"2280","SRR12321094",NA,"2020","Clinical","North America"
"2281","SRR12321157","Product-Raw-Intact-Pork","2020","Environmental/Others","North America"
"2282","SRR12323753","human","2020","Clinical","Europe"
"2283","SRR12340928",NA,"2020","Clinical","North America"
"2284","SRR12362168",NA,"2020","Clinical","North America"
"2285","SRR12362181",NA,"2020","Clinical","North America"
"2286","SRR12386231","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2287","SRR12387695","Ileum (Sus scrofa domesticus)","2020","Environmental/Others","North America"
"2288","SRR12416116","human","2020","Clinical","Europe"
"2289","SRR12416123","human","2020","Clinical","Europe"
"2290","SRR12424582",NA,"2020","Clinical","North America"
"2291","SRR12455311","human","2020","Clinical","Europe"
"2292","SRR12455314","human","2020","Clinical","Europe"
"2293","SRR12467587",NA,"2020","Clinical","North America"
"2294","SRR12476573",NA,"2020","Clinical","North America"
"2295","SRR12492741","animal-swine-market swine","2020","Environmental/Others","North America"
"2296","SRR12486556","human","2020","Clinical","Europe"
"2297","SRR12496974",NA,"2020","Clinical","North America"
"2298","SRR12515689","human","2020","Clinical","Europe"
"2299","SRR12515713","human","2020","Clinical","Europe"
"2300","SRR12532246",NA,"2020","Clinical","North America"
"2301","SRR12554712",NA,"2020","Clinical","North America"
"2302","SRR12563896",NA,"2020","Clinical","North America"
"2303","SRR12610954","human","2020","Clinical","Europe"
"2304","SRR12624327","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2305","SRR12626281","human","2020","Clinical","Europe"
"2306","SRR12626297","human","2020","Clinical","Europe"
"2307","SRR12626312","human","2020","Clinical","Europe"
"2308","SRR12638276",NA,"2020","Clinical","North America"
"2309","SRR12642652",NA,"2020","Clinical","North America"
"2310","SRR12655751","human","2020","Clinical","Europe"
"2311","SRR12655784","food","2020","Environmental/Others","Europe"
"2312","SRR12655786","human","2020","Clinical","Europe"
"2313","SRR12664286","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2314","SRR12676802","human","2020","Clinical","Europe"
"2315","SRR12681729",NA,"2020","Clinical","North America"
"2316","SRR12681733",NA,"2020","Clinical","North America"
"2317","SRR12682718",NA,"2020","Clinical","North America"
"2318","SRR12685784",NA,"2020","Clinical","North America"
"2319","SRR12678948","colon (Sus scrofa domesticus)","2020","Environmental/Others","North America"
"2320","SRR12694820",NA,"2020","Clinical","North America"
"2321","SRR12694609","human","2020","Clinical","Europe"
"2322","SRR12707646","human","2020","Clinical","Europe"
"2323","SRR12708912","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2020","Environmental/Others","North America"
"2324","SRR12765754","human","2020","Clinical","Europe"
"2325","SRR12768427","human","2020","Clinical","Europe"
"2326","SRR12770128","human","2020","Clinical","Europe"
"2327","SRR12770130","other","2020","Environmental/Others","Europe"
