FILE,SCHEME,ST,aroC,dnaN,hemD,hisD,purE,sucA,thrA
SRR11860781,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875311,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875314,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875319,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875320,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875321,senterica_achtman_2,-,10,19,12,9,1453?,9,2
SRR11875323,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875324,senterica_achtman_2,-,10,19,12,9,1453?,9,2
SRR11875326,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875328,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875330,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875333,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875336,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875339,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875340,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875341,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875342,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875343,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875349,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875350,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875356,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11875359,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11927758,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11991009,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12005200,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12039181,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12060879,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12076594,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12091614,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12092027,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12097172,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12126785,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12137523,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12144671,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12168695,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12168714,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12169353,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12200435,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12212545,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12215274,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12243944,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12251721,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12274635,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12282317,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12282360,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12284214,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12284218,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12284219,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12284222,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12316779,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12318402,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12321094,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12321157,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12323753,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12340928,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12362168,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12362181,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12386231,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12387695,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12416116,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12416123,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12424582,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12455311,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12455314,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12467587,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12476573,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12486556,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12492741,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12496974,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12515689,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12515713,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12532246,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12554712,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12563896,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12610954,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12624327,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12626281,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12626297,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12626312,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12638276,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12642652,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12655751,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12655784,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12655786,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12664286,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12676802,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12678948,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12681729,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12681733,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12682718,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12685784,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12694609,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12694820,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12707646,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12708912,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12765754,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12768427,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770128,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770130,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770142,senterica_achtman_2,4430,10,19,12,980,5,9,2
SRR12770152,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770163,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770166,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770173,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770219,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770243,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12770270,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12775692,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12775703,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12781464,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12799273,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12806930,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12817765,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12817813,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12819711,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12826363,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12826366,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12826918,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12826957,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12841102,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12887411,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12899010,senterica_achtman_2,8176,10,19,12,9,480,9,2
SRR12900614,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12916515,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12916551,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12938533,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12982330,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR12982520,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13000270,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13008648,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13008678,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13009796,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13009799,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13013431,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13013437,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13013442,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13020547,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13044284,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13058114,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13058141,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13059424,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13061489,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13066514,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13080729,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13084427,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13088113,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13091359,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13093960,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13094238,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13094255,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13128522,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13159551,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13168939,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13200045,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13202536,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13202538,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13203004,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13208414,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13209786,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13218771,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13221233,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13238733,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13245290,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13254126,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13261190,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13282125,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13284897,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13284916,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13290185,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13295830,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13308455,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13318045,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13325266,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13330731,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13332538,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13357453,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13362214,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13427770,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13444208,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13482807,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13483550,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13491573,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13505138,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13563375,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13565425,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13628397,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13645894,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13649657,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13660520,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13672973,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13700284,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13719138,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13734544,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13736946,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13762670,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13768462,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13772133,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13784881,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13785934,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13856763,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13859456,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13927899,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13927915,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13927921,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13960143,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13981755,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13981857,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14029667,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14038125,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14084281,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14097329,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141511,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141513,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141515,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141529,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141531,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141538,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141539,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141540,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141542,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141543,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141549,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141550,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141558,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141560,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141577,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141582,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141584,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141590,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14141628,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14142768,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14142774,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14142912,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14142940,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14142945,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14143228,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14143758,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14143911,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14143963,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14144088,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14144506,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14144525,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14144564,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14144572,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14144594,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14144605,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14144673,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14145317,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14145330,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14145337,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14145346,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14145372,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14145399,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14168449,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14204201,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14207922,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14236902,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14255203,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14255393,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14255413,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14269097,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14311529,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14361883,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14421770,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14434495,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14434509,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14435557,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14516448,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14521852,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14527578,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14551046,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14551052,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14551058,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14554408,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14559764,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14581581,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14608359,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14616329,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14651699,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14657535,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14662690,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14688094,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14702911,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14715197,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14719950,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14751647,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14753179,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14767709,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14782855,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14792728,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14831827,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14857167,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14857267,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14864018,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14864021,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14866079,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14874452,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14907165,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14921294,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR14996407,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15035545,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15043943,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15051561,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15054579,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15060908,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15096280,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15096294,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15096296,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15116017,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15128525,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15128537,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15128539,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15146696,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15165462,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15168851,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15178453,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15192925,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15194492,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15206485,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15209062,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15210155,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15242725,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15242957,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15251466,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15276517,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15276644,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15282952,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15299827,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15299925,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15308870,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15309327,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15323992,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15334900,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15334901,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15334912,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15334917,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15343877,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15345834,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15345940,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15361948,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15361964,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15361999,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15366161,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15366214,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15366383,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15366394,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15369496,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15369608,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15369672,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15369730,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15369988,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15369997,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15376351,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15402340,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15402341,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15411237,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15414887,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15428651,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15488855,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15494517,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15495530,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15513080,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15513114,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15526542,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15538875,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15539447,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15540703,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15564304,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15566892,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15569003,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15598854,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15653302,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15657123,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15658219,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15664941,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15669514,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15671312,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15702848,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15739518,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15827399,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15827402,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15827403,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15843284,senterica_achtman_2,-,10,19,12,1820?,5,9,2
SRR15845092,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15845148,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15845153,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15845175,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15845668,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15845762,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853379,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853382,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853425,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853648,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853693,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853715,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853719,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853723,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853737,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853755,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853764,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853765,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853779,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853800,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15853836,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15859317,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15898455,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR15924172,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16012272,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16018580,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16028081,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR1604876,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16105727,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16114988,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16114993,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16115433,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16134580,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16134585,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16144273,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16168854,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16173716,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16173717,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR16173731,senterica_achtman_2,34,10,19,12,9,5,9,2
