#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Min-same	Min-diff	BioSample	Assembly	Computed types
Salmonella enterica		"11CEB6555SAL","ERS3014026"		PDT000735256.1	2020-05-14T20:21:38Z		82 - Tarn-Et-Garonne				SAMEA5206554		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"11CEB6557SAL","ERS3014027"		PDT000735257.1	2020-05-14T20:21:38Z		82 - Tarn-Et-Garonne				SAMEA5206555		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"11CEB6561SAL","ERS3014028"		PDT000735258.1	2020-05-14T20:21:38Z		82 - Tarn-Et-Garonne				SAMEA5206556		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"11CEB6568SAL","ERS3014029"		PDT000735259.1	2020-05-14T20:21:39Z		82 - Tarn-Et-Garonne				SAMEA5206557		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"11CEB6571SAL","ERS3014030"		PDT000735260.1	2020-05-14T20:21:39Z		82 - Tarn-Et-Garonne				SAMEA5206558		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"11CEB6573SAL","ERS3014031"		PDT000735261.1	2020-05-14T20:21:39Z		82 - Tarn-Et-Garonne				SAMEA5206559		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"11CEB6575SAL","ERS3014032"		PDT000735262.1	2020-05-14T20:21:40Z		82 - Tarn-Et-Garonne				SAMEA5206560		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"11CEB7032SAL","ERS3014033"		PDT000735265.1	2020-05-14T20:21:41Z		03 - Allier				SAMEA5206561		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"11CEB93SAL","ERS3013993"		PDT000735266.1	2020-05-14T20:21:41Z		03 - Allier				SAMEA5206521		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB1033SAL","ERS3014064"		PDT000735267.1	2020-05-14T20:21:41Z		42 - Loire				SAMEA5206592		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB1215SAL","ERS3014065"		PDT000735268.1	2020-05-14T20:21:42Z		74 - Haute-Savoie				SAMEA5206593		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB1657SAL","ERS3014066"		PDT000735269.1	2020-05-14T20:21:42Z		24 - Dordogne				SAMEA5206594		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB1732SAL","ERS3014067"		PDT000735270.1	2020-05-14T20:21:42Z		25 - Doubs				SAMEA5206595		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB2305SAL","ERS3014068"		PDT000735272.1	2020-05-14T20:21:43Z		64 - Pyrenees-Atlantiques				SAMEA5206596		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB2472SAL","ERS3014069"		PDT000735273.1	2020-05-14T20:21:44Z		85 - Vendee				SAMEA5206597		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB3040SAL","ERS3014072"		PDT000735276.1	2020-05-14T20:21:45Z		94 - Val-De-Marne				SAMEA5206600		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB3043SAL","ERS3014073"		PDT000735277.1	2020-05-14T20:21:45Z		42 - Loire				SAMEA5206601		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB3331SAL","ERS3014076"		PDT000735280.1	2020-05-14T20:21:46Z		03 - Allier				SAMEA5206604		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB4049SAL","ERS3014077"		PDT000735281.1	2020-05-14T20:21:47Z		35 - Ille-Et-Vilaine				SAMEA5206605		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB4101SAL","ERS3014078"		PDT000735282.1	2020-05-14T20:21:47Z		44 - Loire-Atlantique				SAMEA5206606		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB4477SAL","ERS3014081"		PDT000735285.1	2020-05-14T20:21:48Z		03 - Allier				SAMEA5206609		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB4512SAL","ERS3014082"		PDT000735286.1	2020-05-14T20:21:48Z		56 - Morbihan				SAMEA5206610		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB4764SAL","ERS3014084"		PDT000735288.1	2020-05-14T20:21:49Z		63 - Puy-De-Dome				SAMEA5206612		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB485SAL","ERS3014061"		PDT000735290.1	2020-05-14T20:21:50Z		37 - Indre-Et-Loire				SAMEA5206589		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB4916SAL","ERS3014085"		PDT000735292.1	2020-05-14T20:21:51Z		22 - Cotes-D'Armor				SAMEA5206613		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12CEB5317SAL","ERS3014086"		PDT000735293.1	2020-05-14T20:21:51Z		30 - Gard				SAMEA5206614		
Salmonella enterica		"2010LSAL00144","ERS3013991"		PDT000735303.1	2020-05-14T20:21:55Z		24 - Dordogne				SAMEA5206519		antigen_formula=1,3,19:i:-,serotype=I 1,3,19:i:-
Salmonella enterica		"2010LSAL00169","ERS3013992"		PDT000735304.1	2020-05-14T20:21:56Z		39 - Jura				SAMEA5206520		antigen_formula=1,3,19:i:-,serotype=I 1,3,19:i:-
Salmonella enterica		"2011_01351","ERS3014035"		PDT000735306.1	2020-05-14T20:21:56Z		74 - Haute-Savoie				SAMEA5206563		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_01427","ERS3014036"		PDT000735307.1	2020-05-14T20:21:57Z		73 - Savoie				SAMEA5206564		antigen_formula=1,3,19:i:-,serotype=I 1,3,19:i:-
Salmonella enterica		"2011_01883","ERS3014037"		PDT000735308.1	2020-05-14T20:21:57Z		73 - Savoie				SAMEA5206565		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_01986","ERS3014038"		PDT000735309.1	2020-05-14T20:21:57Z		69 - Rhone				SAMEA5206566		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_01989","ERS3014039"		PDT000735310.1	2020-05-14T20:21:58Z		69 - Rhone				SAMEA5206567		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_01997","ERS3014040"		PDT000735311.1	2020-05-14T20:21:58Z		73 - Savoie				SAMEA5206568		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_02155","ERS3014041"		PDT000735312.1	2020-05-14T20:21:59Z		69 - Rhone				SAMEA5206569		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_02192","ERS3014042"		PDT000735313.1	2020-05-14T20:21:59Z		74 - Haute-Savoie				SAMEA5206570		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_02227","ERS3014043"		PDT000735314.1	2020-05-14T20:21:59Z		69 - Rhone				SAMEA5206571		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_02228","ERS3014044"		PDT000735315.1	2020-05-14T20:22:00Z		69 - Rhone				SAMEA5206572		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_02230","ERS3014045"		PDT000735316.1	2020-05-14T20:22:00Z		69 - Rhone				SAMEA5206573		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_02231","ERS3014046"		PDT000735317.1	2020-05-14T20:22:01Z		69 - Rhone				SAMEA5206574		antigen_formula=1,3,19:i:-,serotype=I 1,3,19:i:-
Salmonella enterica		"2011_06602","ERS3014047"		PDT000735318.1	2020-05-14T20:22:01Z		69 - Rhone				SAMEA5206575		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_06755","ERS3014048"		PDT000735319.1	2020-05-14T20:22:02Z		82 - Tarn-Et-Garonne				SAMEA5206576		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_08647","ERS3014049"		PDT000735320.1	2020-05-14T20:22:02Z		46 - Lot				SAMEA5206577		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_08648","ERS3014050"		PDT000735321.1	2020-05-14T20:22:02Z		46 - Lot				SAMEA5206578		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_08649","ERS3014051"		PDT000735322.1	2020-05-14T20:22:03Z		46 - Lot				SAMEA5206579		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_09295","ERS3014052"		PDT000735323.1	2020-05-14T20:22:03Z		82 - Tarn-Et-Garonne				SAMEA5206580		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_10107","ERS3014053"		PDT000735324.1	2020-05-14T20:22:03Z		82 - Tarn-Et-Garonne				SAMEA5206581		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_11504","ERS3014054"		PDT000735329.1	2020-05-14T20:22:05Z		89 - Yonne				SAMEA5206582		antigen_formula=1,3,19:i:-,serotype=I 1,3,19:i:-
Salmonella enterica		"2011_11530","ERS3014055"		PDT000735330.1	2020-05-14T20:22:06Z		95 - Val-D'Oise				SAMEA5206583		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_11533","ERS3014056"		PDT000735331.1	2020-05-14T20:22:06Z		94 - Val-De-Marne				SAMEA5206584		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_11554","ERS3014057"		PDT000735332.1	2020-05-14T20:22:06Z		69 - Rhone				SAMEA5206585		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_11557","ERS3014058"		PDT000735333.1	2020-05-14T20:22:07Z		69 - Rhone				SAMEA5206586		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2011_11563","ERS3014059"		PDT000735334.1	2020-05-14T20:22:07Z		69 - Rhone				SAMEA5206587		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2012_08320","ERS3014087"		PDT000735336.1	2020-05-14T20:22:08Z		44 - Loire-Atlantique				SAMEA5206615		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"2012_08342","ERS3014088"		PDT000735337.1	2020-05-14T20:22:08Z		44 - Loire-Atlantique				SAMEA5206616		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2012_08456","ERS3014089"		PDT000735338.1	2020-05-14T20:22:08Z		44 - Loire-Atlantique				SAMEA5206617		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2012_08690","ERS3014090"		PDT000735339.1	2020-05-14T20:22:09Z		44 - Loire-Atlantique				SAMEA5206618		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2013LSAL02233","ERS3014092"		PDT000735344.1	2020-05-14T20:22:10Z		84 - Vaucluse				SAMEA5206620		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2013LSAL03045","ERS3014095"		PDT000735348.1	2020-05-14T20:22:11Z		50 - Manche				SAMEA5206623		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2013LSAL03823","ERS3014097"		PDT000735350.1	2020-05-14T20:22:12Z		50 - Manche				SAMEA5206625		
Salmonella enterica		"2013LSAL04650","ERS3014099"		PDT000735353.1	2020-05-14T20:22:13Z		63 - Puy-De-Dome				SAMEA5206627		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2014LSAL00330","ERS3014100"		PDT000735354.1	2020-05-14T20:22:13Z		79 - Deux-Sevres				SAMEA5206628		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2014LSAL02130","ERS3014104"		PDT000735360.1	2020-05-14T20:22:15Z		56 - Morbihan				SAMEA5206632		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2014LSAL03156","ERS3014107"		PDT000735364.1	2020-05-14T20:22:17Z		64 - Pyrenees-Atlantiques				SAMEA5206635		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2014LSAL03854","ERS3014108"		PDT000735366.1	2020-05-14T20:22:17Z		51 - Marne				SAMEA5206636		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2014LSAL04192","ERS3014110"		PDT000735369.1	2020-05-14T20:22:19Z		50 - Manche				SAMEA5206638		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2014LSAL04847","ERS3014111"		PDT000735372.1	2020-05-14T20:22:19Z		22 - Cotes-D'Armor				SAMEA5206639		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"2014LSAL05595","ERS3014113"		PDT000735377.1	2020-05-14T20:22:21Z		56 - Morbihan				SAMEA5206641		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144387	"PNUSAS144387","SRS6661557"		PDT000735408.1	2020-05-14T22:20:49Z	USA		clinical	0	12	SAMN14928076	GCA_013093915.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144372	"PNUSAS144372","SRS6661578"		PDT000735428.1	2020-05-14T22:20:54Z	USA		clinical	2	5	SAMN14928099	GCA_013093895.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	943114	"943114","943114.biosample","SRS6661491"	Salmonella Typhimurium - monophasic	PDT000735449.1	2020-05-15T05:20:47Z	United Kingdom: United Kingdom	human	clinical	18	26	SAMN14928005		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144416	"PNUSAS144416","SRS6666806"		PDT000736040.1	2020-05-15T22:21:16Z	USA		clinical	2	3	SAMN14934888	GCA_013113215.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12030443	"FSIS12030443","SRS6667636"	4,[5],12:i:-	PDT000736070.1	2020-05-15T23:22:53Z	USA:IA	Animal-Turkey-Turkey Carcass Sponge	environmental/other	0	0	SAMN14934944	GCA_013116005.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	943159	"943159","943159.biosample","SRS6666796"	Salmonella Typhimurium - monophasic	PDT000736121.1	2020-05-16T04:21:06Z	United Kingdom: United Kingdom	human	clinical	3	29	SAMN14934314		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12030585	"FSIS12030585","SRS6670212"	I 4,[5],12:i:-	PDT000737506.1	2020-05-16T21:20:26Z	USA:UT	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	12	8	SAMN14939603		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144468	"PNUSAS144468","SRS6674056"		PDT000739608.1	2020-05-18T16:23:17Z	USA		clinical	1	3	SAMN14945169	GCA_013119575.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144464	"PNUSAS144464","SRS6674062"		PDT000739614.1	2020-05-18T16:23:19Z	USA		clinical	2	8	SAMN14945161	GCA_013119795.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144583	"PNUSAS144583","SRS6674966"		PDT000739633.1	2020-05-18T17:22:15Z	USA		clinical	2	8	SAMN14946420	GCA_013119405.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144588	"PNUSAS144588","SRS6674967"		PDT000739634.1	2020-05-18T17:22:15Z	USA		clinical	1	9	SAMN14946438	GCA_013119395.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144619	"PNUSAS144619","SRS6675034"		PDT000739665.1	2020-05-18T18:22:25Z	USA		clinical	0	0	SAMN14946801	GCA_013119015.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	PNUSAS144523	"PNUSAS144523","SRS6675980"		PDT000739676.1	2020-05-18T18:22:28Z	USA		clinical	2	5	SAMN14966943	GCA_013118415.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144657	"PNUSAS144657","SRS6676226"		PDT000739737.1	2020-05-18T21:22:59Z	USA		clinical	2	3	SAMN14967433	GCA_013117225.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	944743	"944743","944743.biosample","SRS6676214"	Salmonella Typhimurium - monophasic	PDT000740541.1	2020-05-19T05:21:48Z	United Kingdom: United Kingdom	human	clinical	0	26	SAMN14967419		antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	PNUSAS144786	"PNUSAS144786","SRS6683570"		PDT000743286.1	2020-05-21T22:26:57Z	USA		clinical	3	8	SAMN14981261	GCA_013144105.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144014	"PNUSAS144014","SRS6684102"		PDT000743322.1	2020-05-21T22:27:09Z	USA		clinical	2	14	SAMN14981349	GCA_013143225.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS144016	"PNUSAS144016","SRS6684109"		PDT000743329.1	2020-05-21T22:27:11Z	USA		clinical	7	16	SAMN14981350	GCA_013144585.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS081782	"MDA15068752","PNUSAS081782","SRS6691842"		PDT000743643.1	2020-05-22T01:22:55Z	USA:MD	stool	clinical	17	21	SAMN14992864	GCA_013163925.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS145038	"PNUSAS145038","SRS6692298"		PDT000743708.1	2020-05-22T01:23:19Z	USA		clinical	5	13	SAMN14994160	GCA_013149965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS145051	"PNUSAS145051","SRS6695065"		PDT000744268.1	2020-05-22T16:23:39Z	USA		clinical	10	10	SAMN14998000	GCA_013161025.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS145079	"PNUSAS145079","SRS6696048"		PDT000744359.1	2020-05-22T18:22:57Z	USA		clinical	1	8	SAMN14998569	GCA_013160005.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12030646	"FSIS12030646","SRS6697598"	4,[5],12:i:-	PDT000744433.1	2020-05-22T23:22:53Z	USA:WI	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	12	9	SAMN14999276	GCA_013158785.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12030717	"FSIS12030717","SRS6697720"	4,[5],12:i:-	PDT000744498.1	2020-05-22T23:23:10Z	USA:WI	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	5	4	SAMN14999366	GCA_013157665.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12030716	"FSIS12030716","SRS6697755"	4,[5],12:i:-	PDT000744514.1	2020-05-22T23:23:14Z	USA:ID	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	4	4	SAMN14999382	GCA_013157105.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12030766	"FSIS12030766","SRS6697758"	4,[5],12:i:-	PDT000744517.1	2020-05-22T23:23:15Z	USA:NJ	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	4	3	SAMN14999393	GCA_013157385.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS145320	"PNUSAS145320","SRS6714628"		PDT000747712.1	2020-05-26T23:40:30Z	USA		clinical	3	4	SAMN15027815	GCA_013809965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS145385	"PNUSAS145385","SRS6720348"		PDT000748063.1	2020-05-27T21:14:43Z	USA		clinical	1	15	SAMN15040325	GCA_013803985.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12030243	"FSIS12030243","SRS6721097"	4,[5],12:i:-	PDT000748818.1	2020-05-27T22:16:41Z	USA:FL	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	7	0	SAMN15039925	GCA_013800835.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS145422	"PNUSAS145422","SRS6721158"		PDT000748822.1	2020-05-27T22:16:43Z	USA		clinical	5	9	SAMN15040707	GCA_013801045.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015407	"PNCS015407","SRS6723164"	4,[5],12:i:-	PDT000748911.1	2020-05-28T03:13:50Z	Canada	stool	clinical	14	24	SAMN14220717	GCA_013799465.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015419	"PNCS015419","SRS6723159"	4,[5],12:i:-	PDT000748916.1	2020-05-28T03:13:51Z	Canada	stool	clinical	12	12	SAMN14220729	GCA_013798025.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015385	"PNCS015385","SRS6723157"	4,[5],12:i:-	PDT000748918.1	2020-05-28T03:13:51Z	Canada	stool	clinical	11	35	SAMN14220695	GCA_013798105.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015393	"PNCS015393","SRS6723156"	4,[5],12:i:-	PDT000748919.1	2020-05-28T03:13:52Z	Canada	stool	clinical	5	7	SAMN14220703	GCA_013799645.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015384	"PNCS015384","SRS6723153"	4,[5],12:i:-	PDT000748922.1	2020-05-28T03:13:53Z	Canada	urine	clinical	0	2	SAMN14220694	GCA_013799605.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015402	"PNCS015402","SRS6723152"	4,[5],12:i:-	PDT000748923.1	2020-05-28T03:13:53Z	Canada	stool	clinical	0	10	SAMN14220712	GCA_013797965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015425	"PNCS015425","SRS6723151"	4,[5],12:i:-	PDT000748924.1	2020-05-28T03:13:54Z	Canada	stool	clinical	4	6	SAMN14220735	GCA_013797985.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015422	"PNCS015422","SRS6723149"	4,[5],12:i:-	PDT000748926.1	2020-05-28T03:13:54Z	Canada	stool	clinical	0	11	SAMN14220732	GCA_013799535.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015397	"PNCS015397","SRS6723146"	4,[5],12:i:-	PDT000748929.1	2020-05-28T03:13:55Z	Canada	stool	clinical	11	11	SAMN14220707	GCA_013799445.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015404	"PNCS015404","SRS6723145"	4,[5],12:i:-	PDT000748930.1	2020-05-28T03:13:55Z	Canada	blood	clinical	0	3	SAMN14220714	GCA_013799405.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015392	"PNCS015392","SRS6723143"	4,[5],12:i:-	PDT000748932.1	2020-05-28T03:13:56Z	Canada	stool	clinical	0	27	SAMN14220702	GCA_013799425.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015417	"PNCS015417","SRS6723142"	4,[5],12:i:-	PDT000748933.1	2020-05-28T03:13:56Z	Canada	blood	clinical	9	9	SAMN14220727	GCA_013799345.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015394	"PNCS015394","SRS6723138"	4,[5],12:i:-	PDT000748937.1	2020-05-28T03:13:57Z	Canada	stool	clinical	12	13	SAMN14220704	GCA_013799235.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015389	"PNCS015389","SRS6723134"	4,[5],12:i:-	PDT000748941.1	2020-05-28T03:13:58Z	Canada	stool	clinical	0	15	SAMN14220699	GCA_013799285.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015390	"PNCS015390","SRS6723133"	4,[5],12:i:-	PDT000748942.1	2020-05-28T03:13:59Z	Canada	stool	clinical	0	15	SAMN14220700	GCA_013799145.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015418	"PNCS015418","SRS6723131"	4,[5],12:i:-	PDT000748944.1	2020-05-28T03:13:59Z	Canada	stool	clinical	2	9	SAMN14220728	GCA_013799105.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015401	"PNCS015401","SRS6723127"	4,[5],12:i:-	PDT000748948.1	2020-05-28T03:14:00Z	Canada	stool	clinical	2	2	SAMN14220711	GCA_013799035.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015203	"PNCS015203","SRS6723211"	4,[5],12:i:-	PDT000748957.1	2020-05-28T05:13:04Z	Canada	stool	clinical	2	13	SAMN14220252	GCA_013797805.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015232	"PNCS015232","SRS6723208"	4,[5],12:i:-	PDT000748960.1	2020-05-28T05:13:05Z	Canada	stool	clinical	8	13	SAMN14220281	GCA_013797725.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015184	"PNCS015184","SRS6723207"	4,[5],12:i:-	PDT000748961.1	2020-05-28T05:13:06Z	Canada	stool	clinical	1	10	SAMN14220233	GCA_013797705.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015185	"PNCS015185","SRS6723203"	4,[5],12:i:-	PDT000748965.1	2020-05-28T05:13:07Z	Canada	stool	clinical	1	10	SAMN14220234	GCA_013797685.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015212	"PNCS015212","SRS6723195"	4,[5],12:i:-	PDT000748973.1	2020-05-28T05:13:10Z	Canada	stool	clinical	1	10	SAMN14220261	GCA_013798705.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015211	"PNCS015211","SRS6723192"	4,[5],12:i:-	PDT000748976.1	2020-05-28T05:13:11Z	Canada	stool	clinical	0	11	SAMN14220260	GCA_013798825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015209	"PNCS015209","SRS6723191"	4,[5],12:i:-	PDT000748977.1	2020-05-28T05:13:11Z	Canada	stool	clinical	1	4	SAMN14220258	GCA_013798745.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNCS015217	"PNCS015217","SRS6723188"	4,[5],12:i:-	PDT000748980.1	2020-05-28T05:13:12Z	Canada	stool	clinical	0	2	SAMN14220266	GCA_013797355.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
