,id,Serovar,ST,Country,Source,cph2,dam_1,dcm_2,dinI_1,folP_2,glfT2,gltS_2,gpFI,hin_2,kdpE,merA,merC,merP,merR,merT,neo,neo_1,oadB_3,repA,rfbJ,rfbV,rop,rpsK,rpsT,rrrD,rsxC_1,sopD2,sspH2,tetA_2,tetC,tetR,tfaE_1,tnpR,tnsB,traR,tuf1_2,ybiT,yhcR,ylcG_1,yqjZ
746,SRR5365046,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
747,SRR5365054,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1
748,SRR5368976,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
749,SRR5379139,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0
750,SRR5379268,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
751,SRR5379273,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
752,SRR5379294,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
753,SRR5380977,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
754,SRR5387068,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
755,SRR5387091,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
756,SRR5387127,"I 1,4,[5],12:i:-",ST34,United States,Human,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
757,SRR5396344,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
758,SRR5396351,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
759,SRR5408954,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,SRR5408988,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
761,SRR5409138,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
762,SRR5413281,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
763,SRR5413706,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
764,SRR5418877,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
765,SRR5418887,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
766,SRR5421992,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
767,SRR5429765,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
768,SRR5429780,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
769,SRR5429848,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
770,SRR5434378,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
771,SRR5437013,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
772,SRR5438418,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
773,SRR5438420,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
774,SRR5440576,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
775,SRR5440602,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
776,SRR5440619,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
777,SRR5440620,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
778,SRR5440647,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
779,SRR5440661,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
780,SRR5459297,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
781,SRR5459303,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
782,SRR5459322,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
783,SRR5459677,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
784,SRR5460910,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
785,SRR5470923,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
786,SRR5480977,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
787,SRR5483460,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
788,SRR5483462,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
789,SRR5486037,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
790,SRR5486213,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
791,SRR5486746,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1
792,SRR5500995,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
793,SRR5501011,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
794,SRR5501045,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
795,SRR5501177,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
796,SRR5514422,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
797,SRR5574798,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1
798,SRR5574877,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
799,SRR5576036,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
800,SRR5576523,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
801,SRR5576532,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
802,SRR5576544,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1
803,SRR5576553,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
804,SRR5576590,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
805,SRR5576604,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
806,SRR5578708,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
807,SRR5578814,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
808,SRR5578902,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
809,SRR5579189,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
810,SRR5581646,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
811,SRR5583147,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
812,SRR5583824,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0
813,SRR5583970,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
814,SRR5583999,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
815,SRR5584007,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
816,SRR5584052,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
817,SRR5584055,"I 1,4,[5],12:i:-",ST34,United States,Human,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
818,SRR5585208,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
819,SRR5586305,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
820,SRR5586383,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
821,SRR5588471,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
822,SRR5588527,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
823,SRR5588630,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
824,SRR5588684,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
825,SRR5590214,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
826,SRR5590234,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
827,SRR5590325,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
828,SRR5591004,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
829,SRR5599672,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
830,SRR5605856,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
831,SRR5605867,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
832,SRR5605892,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0
833,SRR5605900,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
834,SRR5628556,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
835,SRR5628562,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
836,SRR5628598,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
837,SRR5628623,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
838,SRR5628645,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
839,SRR5640220,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
840,SRR5642036,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
841,SRR5642176,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
842,SRR5642177,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
843,SRR5642185,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
844,SRR5645625,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
845,SRR5655491,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
846,SRR5655493,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
847,SRR5655521,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
848,SRR5659585,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
849,SRR5659605,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
850,SRR5659630,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
851,SRR5659697,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
852,SRR5680611,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1
853,SRR5684040,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
854,SRR5684062,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1
855,SRR5684076,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
856,SRR5693779,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
857,SRR5704987,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
858,SRR5714143,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
859,SRR5714151,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
860,SRR5714258,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
861,SRR5725183,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0
862,SRR5725196,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
863,SRR5725232,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
864,SRR5740032,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
