cgmlst_ST,cgmlst_distance,cgmlst_found_loci,cgmlst_genome_match,cgmlst_matching_alleles,cgmlst_subspecies,fasta_filepath,genome,h1,h2,o_antigen,qc_messages,qc_status,serogroup,serovar,serovar_antigen,serovar_cgmlst
2191884629.00,0.027272727272727226,330,SRR3295633,321,enterica,SRR20363795,SRR20363795,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1714804575.00,0.030303030303030276,330,SRR1645370,320,enterica,SRR20367761,SRR20367761,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,SRR20391496,SRR20391496,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1690357023.00,0.024242424242424288,330,SRR4048282,322,enterica,SRR20394243,SRR20394243,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3094160787.00,0.030303030303030276,330,SRR3295832,320,enterica,SRR20423169,SRR20423169,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3094160787.00,0.030303030303030276,330,SRR3295832,320,enterica,SRR20423171,SRR20423171,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1514705682.00,0.027272727272727226,330,SRR3295703,321,enterica,SRR20423179,SRR20423179,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1690357023.00,0.024242424242424288,330,SRR4048282,322,enterica,SRR20423181,SRR20423181,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
784948475.00,0.033333333333333326,330,17-2253,319,enterica,SRR20423182,SRR20423182,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1514705682.00,0.027272727272727226,330,SRR3295703,321,enterica,SRR20423190,SRR20423190,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20423195,SRR20423195,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.033333333333333326,329,SRR1965802,319,enterica,SRR20438240,SRR20438240,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3455786956.00,0.027272727272727226,330,SRR4048901,321,enterica,SRR20438548,SRR20438548,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3588984890.00,0.027272727272727226,330,SRR1965137,321,enterica,SRR20438566,SRR20438566,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1881266818.00,0.030303030303030276,330,SRR3295703,320,enterica,SRR20439948,SRR20439948,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3838445562.00,0.030303030303030276,330,SRR5075655,320,enterica,SRR20450869,SRR20450869,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
769637414.00,0.030303030303030276,330,SRR3322724,320,enterica,SRR2053338,SRR2053338,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2053340,SRR2053340,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2053346,SRR2053346,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2053349,SRR2053349,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054121,SRR2054121,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054177,SRR2054177,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054187,SRR2054187,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054188,SRR2054188,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054198,SRR2054198,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054203,SRR2054203,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054205,SRR2054205,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054228,SRR2054228,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054237,SRR2054237,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,SRR2054247,SRR2054247,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
769637414.00,0.030303030303030276,330,SRR3322724,320,enterica,SRR2054248,SRR2054248,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2925770609.00,0.030303030303030276,330,SRR4434209,320,enterica,SRR2054255,SRR2054255,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
769637414.00,0.030303030303030276,330,SRR3322724,320,enterica,SRR2054276,SRR2054276,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2054278,SRR2054278,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1608007224.00,0.027272727272727226,330,SRR3295516,321,enterica,SRR2058193,SRR2058193,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.027272727272727226,329,SRR1915434,321,enterica,SRR2058194,SRR2058194,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1608007224.00,0.027272727272727226,330,SRR3295516,321,enterica,SRR2058195,SRR2058195,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR2058196,SRR2058196,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
924717277.00,0.024242424242424288,330,SRR3295516,322,enterica,SRR2058197,SRR2058197,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2058198,SRR2058198,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2058199,SRR2058199,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2058200,SRR2058200,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR2058201,SRR2058201,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,SRR2058202,SRR2058202,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
931325303.00,0.027272727272727226,330,SRR3295705,321,enterica,SRR2058209,SRR2058209,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1858579977.00,0.024242424242424288,330,SRR3115216,322,enterica,SRR2058210,SRR2058210,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1858579977.00,0.024242424242424288,330,SRR3115216,322,enterica,SRR2058211,SRR2058211,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1858579977.00,0.024242424242424288,330,SRR3115216,322,enterica,SRR2058212,SRR2058212,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
931325303.00,0.027272727272727226,330,SRR3295705,321,enterica,SRR2058213,SRR2058213,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1858579977.00,0.024242424242424288,330,SRR3115216,322,enterica,SRR2058214,SRR2058214,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1968878555.00,0.027272727272727226,330,17-3890,321,enterica,SRR2058215,SRR2058215,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1858579977.00,0.024242424242424288,330,SRR3115216,322,enterica,SRR2058216,SRR2058216,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1858579977.00,0.024242424242424288,330,SRR3115216,322,enterica,SRR2058217,SRR2058217,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2872724514.00,0.030303030303030276,330,17-3838,320,enterica,SRR2058218,SRR2058218,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4224875470.00,0.027272727272727226,330,SRR3981173,321,enterica,SRR20607680,SRR20607680,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2639884788.00,0.036363636363636376,330,SRR3295855,318,enterica,SRR20620339,SRR20620339,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1672167111.00,0.027272727272727226,330,ERR161979,321,enterica,SRR20628052,SRR20628052,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
949210142.00,0.030303030303030276,330,SRR3115216,320,enterica,SRR20637474,SRR20637474,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20642227,SRR20642227,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,SRR20648327,SRR20648327,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
994464935.00,0.033333333333333326,330,SRR1503242,319,enterica,SRR20648895,SRR20648895,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20650347,SRR20650347,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1386189227.00,0.033333333333333326,330,SRR1503242,319,enterica,SRR20668410,SRR20668410,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3597009438.00,0.030303030303030276,330,SRR4280623,320,enterica,SRR20673243,SRR20673243,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,SRR20676804,SRR20676804,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3173891807.00,0.030303030303030276,330,SRR3285405,320,enterica,SRR20676820,SRR20676820,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3173891807.00,0.030303030303030276,330,SRR3285405,320,enterica,SRR20676865,SRR20676865,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20677335,SRR20677335,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3597009438.00,0.030303030303030276,330,SRR4280623,320,enterica,SRR20677754,SRR20677754,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3859085532.00,0.033333333333333326,330,SRR3295855,319,enterica,SRR20695583,SRR20695583,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
401052340.00,0.030303030303030276,330,SRR3285242,320,enterica,SRR20698387,SRR20698387,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1514705682.00,0.027272727272727226,330,SRR3295703,321,enterica,SRR20698752,SRR20698752,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2639884788.00,0.036363636363636376,330,SRR3295855,318,enterica,SRR20698897,SRR20698897,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2553555901.00,0.030303030303030276,330,17-3838,320,enterica,SRR20710211,SRR20710211,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1514705682.00,0.027272727272727226,330,SRR3295703,321,enterica,SRR20710302,SRR20710302,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3455786956.00,0.027272727272727226,330,SRR4048901,321,enterica,SRR20710305,SRR20710305,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20710309,SRR20710309,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1205107857.00,0.027272727272727226,330,SRR3037422,321,enterica,SRR20711036,SRR20711036,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20711063,SRR20711063,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2901647493.00,0.030303030303030276,330,SRR3322666,320,enterica,SRR20711065,SRR20711065,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1448969944.00,0.030303030303030276,330,SRR4280623,320,enterica,SRR20713004,SRR20713004,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3415808823.00,0.030303030303030276,330,SRR4280623,320,enterica,SRR20715325,SRR20715325,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
747532619.00,0.033333333333333326,330,ERR056908,319,enterica,SRR20715448,SRR20715448,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
174458300.00,0.030303030303030276,330,SRR3322722,320,enterica,SRR20715467,SRR20715467,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,SRR20715486,SRR20715486,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20715635,SRR20715635,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
174458300.00,0.030303030303030276,330,SRR3322722,320,enterica,SRR20721023,SRR20721023,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20729790,SRR20729790,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2021422991.00,0.030303030303030276,330,17-3890,320,enterica,SRR20729796,SRR20729796,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3714914013.00,0.027272727272727226,330,SRR3533163,321,enterica,SRR20730238,SRR20730238,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1534815435.00,0.030303030303030276,330,SRR1931735,320,enterica,SRR20731440,SRR20731440,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20732173,SRR20732173,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3455786956.00,0.027272727272727226,330,SRR4048901,321,enterica,SRR20732302,SRR20732302,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20733233,SRR20733233,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20736353,SRR20736353,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3455786956.00,0.027272727272727226,330,SRR4048901,321,enterica,SRR20736360,SRR20736360,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2901647493.00,0.030303030303030276,330,SRR3322666,320,enterica,SRR20737617,SRR20737617,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1184358234.00,0.030303030303030276,330,17-2253,320,enterica,SRR20750564,SRR20750564,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,SRR2075991,SRR2075991,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
366556009.00,0.027272727272727226,330,SRR3115216,321,enterica,SRR20788780,SRR20788780,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
848215543.00,0.024242424242424288,330,SRR3295842,322,enterica,SRR20789798,SRR20789798,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2626778113.00,0.024242424242424288,330,SRR1931740,322,enterica,SRR20791609,SRR20791609,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2553555901.00,0.030303030303030276,330,17-3838,320,enterica,SRR20796364,SRR20796364,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1690357023.00,0.024242424242424288,330,SRR4048282,322,enterica,SRR20814339,SRR20814339,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1477052882.00,0.030303030303030276,330,SRR4124052,320,enterica,SRR20815117,SRR20815117,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.033333333333333326,329,SRR1965802,319,enterica,SRR20825710,SRR20825710,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
27716739.00,0.033333333333333326,330,SRR1635111,319,enterica,SRR20869165,SRR20869165,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3819327372.00,0.030303030303030276,330,SRR3284730,320,enterica,SRR20869236,SRR20869236,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,SRR2087755,SRR2087755,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
810538233.00,0.027272727272727226,330,SRR5043951,321,enterica,SRR2087756,SRR2087756,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3522205896.00,0.030303030303030276,330,SRR3284819,320,enterica,SRR20894225,SRR20894225,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
